ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-8093	-	Glycerophospholipids	Phosphatidylcholines-36-5	Phosphatidylcholine	1-linoleoyl-2-&alpha-linolenoyl-phosphatidylcholine	phosphatidylcholine (1-18:2-2-18:3); 18:2-18:3-PC; 1-18:2-2-18:3-phosphatidylcholine	(C 44);(H 78);(N 1);(O 8);(P 1)	(ZINC ZINC000085558503 NIL |kothari| 3853423871 NIL NIL); (SEED cpd25043 NIL |kothari| 3788273826 NIL NIL); (HMDB HMDB08141 NIL |kothari| 3787939149 NIL NIL); (METANETX MNXM7978 NIL |kothari| 3787514193 NIL NIL); (CHEBI 89577 NIL |kothari| 3716218713 NIL NIL); (PUBCHEM 52922731 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)COP([O-])(=O)OCC[N+](C)(C)C)=O	phosphatidylcholine (1-18:2-2-18:3); 18:2-18:3-PC; 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine; 1-18:2-2-18:3-phosphatidylcholine	['-']
ILE	-	-	Amino-Acids-20; Branched-Amino-Acids; L-Amino-Acids; Non-polar-amino-acids	-	L-isoleucine	ile	(C 6);(H 13);(N 1);(O 2)	(ZINC ZINC000003581355 NIL |kothari| 3853425560 NIL NIL); (MEDIADB compounds/14805/ NIL |midford| 3791153825 NIL NIL); (MEDIADB compounds/390/ NIL |midford| 3791153825 NIL NIL); (SEED cpd00322 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM231 NIL |kothari| 3787514190 NIL NIL); (REFMET Isoleucine NIL |midford| 3697479617 NIL NIL); (BIGG ile__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58045 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00172 NIL |kothari| 3608597114 NIL NIL); (CHEBI 58045 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 7043901 NIL |taltman| 3497976212 NIL NIL); (CAS 73-32-5 NIL |kr| 3346617698 NIL NIL); (LIGAND-CPD C00407 NIL |kaipa| 3311532639 NIL NIL)	CC[C@H](C)[C@H]([NH3+])C(=O)[O-]	I; iso-leucine; L-ile	['-']
FRUCTOSE-16-DIPHOSPHATE	-	Sphingolipids	HEXOSE-6-PHOSPHATES; Sugar-bisphosphates	Long-chain base phosphate	&beta-D-fructofuranose 1,6-bisphosphate	-	(C 6);(H 10);(O 12);(P 2)	(ZINC ZINC000004096694 NIL |kothari| 3853425412 NIL NIL); (SEED cpd19036 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM90006 NIL |kothari| 3787514191 NIL NIL); (BIGG fdp NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB01058 NIL |kothari| 3608602661 NIL NIL); (CHEMSPIDER 4574223 NIL |kothari| 3563632026 NIL NIL); (PUBCHEM 5460765 NIL |taltman| 3466375284 NIL NIL); (CHEBI 32966 NIL |taltman| 3452363378 NIL NIL); (|Wikipedia| Fructose_1,6-bisphosphate NIL |caspi| 3410109048 NIL NIL); (LIGAND-CPD C00354 NIL |kr| 3346617698 NIL NIL); (CAS 488-69-7)	C(OP(=O)([O-])[O-])[C@@H]1([C@H]([C@@H]([C@](O)(O1)COP(=O)([O-])[O-])O)O)	&beta-D-fructose 1,6-bisphosphate; FBP	['-']
FRUCTOSE-6P	-	-	CPD-18719	-	&beta-D-fructofuranose 6-phosphate	F6P	(C 6);(H 11);(O 9);(P 1)	(ZINC ZINC000004096690 NIL |kothari| 3853425414 NIL NIL); (SEED cpd19035 NIL |kothari| 3788273832 NIL NIL); (HMDB HMDB03971 NIL |kothari| 3787939157 NIL NIL); (METANETX MNXM89621 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C05345 NIL |kothari| 3787329137 NIL NIL); (BIGG f6p NIL |kothari| 3661824225 NIL NIL); (CHEMSPIDER 10239172 NIL |kothari| 3563631798 NIL NIL); (CHEBI 57634 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21604863 NIL |taltman| 3466375285 NIL NIL); (CAS 643-13-0)	C(OP(=O)([O-])[O-])[C@H]1(O[C@@](CO)(O)[C@@H](O)[C@H](O)1)	D-fructose-6-phosphate; fructose-6P; fructose-6-P; fruc6p; fru-6-P; fructose-6-phosphate; A-D-fructose-6-P; D-fructose-6-P; D-fructose 6-phosphate; D-fructofuranose 6-phosphate	['-']
CPD-8078	-	Glycerolipids	Monogalactosyldiacylglycerols-34-5	Monohexosyldiacylglycerol	1-18:3-2-16:2-monogalactosyldiacylglycerol	18:3-16:2-MGDG	(C 43);(H 72);(O 10)	(SEED cpd25029 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM7981 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 90658670 NIL |kothari| 3641818093 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O	18:3-16:2-MGDG; 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE	-	-	Compounds	-	2-C-methyl-D-erythritol 4-phosphate	MEP	(C 5);(H 11);(O 7);(P 1)	(ZINC ZINC000001532264 NIL |kothari| 3853420102 NIL NIL); (SEED cpd08286 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM1626 NIL |kothari| 3787514190 NIL NIL); (BIGG 2me4p NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 21608483 NIL |kothari| 3641818093 NIL NIL); (CHEBI 58262 NIL |kothari| 3608037944 NIL NIL); (CHEMSPIDER 10645747 NIL |kothari| 3563631792 NIL NIL); (LIGAND-CPD C11434 NIL |kr| 3346617700 NIL NIL)	C[C@](O)(CO)[C@H](O)COP([O-])([O-])=O	2-methylerylthritol 4-phosphate	['-']
DEOXYXYLULOSE-5P	-	-	PENTOSE-5-PHOSPHATES	-	1-deoxy-D-xylulose 5-phosphate	-	(C 5);(H 9);(O 7);(P 1)	(ZINC ZINC000001532265 NIL |kothari| 3853425212 NIL NIL); (SEED cpd08289 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM622 NIL |kothari| 3787514190 NIL NIL); (BIGG dxyl5p NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB01213 NIL |kothari| 3608602097 NIL NIL); (CHEMSPIDER 10462373 NIL |kothari| 3563631780 NIL NIL); (CHEBI 57792 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 23420274 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11437 NIL |kr| 3346617699 NIL NIL)	CC(=O)[C@@H](O)[C@H](O)COP([O-])(=O)[O-]	DXP; deoxyxylulose-5-phosphate; D-1-deoxyxylulose-5-P; 1-deoxy-D-threo-pentulose 5-phosphate; DOXP	['-']
CPD-4125	-	-	Delta7-Steroids; Triterpenes	-	avenasterol	-	(C 29);(H 48);(O 1)	(CHEBI 80096 NIL |kothari| 3780416720 NIL NIL); (PUBCHEM 12795736 NIL |kothari| 3760047716 NIL NIL); (HMDB HMDB06851 NIL |kothari| 3608602325 NIL NIL); (LIGAND-CPD C15782 NIL |taltman| 3459474374 NIL NIL)	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)C[C@H](CC=1)2))CC[C@](C)34))))/C(C)C	['-']	['-']
CPD-12915	-	-	3-Oxosteroids	-	avenastenone	-	(C 29);(H 46);(O 1)	(CHEBI 182502 NIL |kothari| 3853445537 NIL NIL); (LIGAND-CPD C22123 NIL |kothari| 3812303898 NIL NIL); (METANETX MNXM10754 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 102515167 NIL |kothari| 3760047716 NIL NIL)	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CCC(=O)C[C@H](CC=1)2))CC[C@](C)34))))/C(C)C	stigmasta-7,24(28)-dien-3-one, (5&alpha,24Z)-; 5&alpha-stigmasta-7,Z-24(28)-dien-3-one	['-']
CPD1F-136	-	-	Diterpenes	-	ent-7&alpha-hydroxykaur-16-en-19-oate	-	(C 20);(H 29);(O 3)	(ZINC ZINC000004102258 NIL |kothari| 3853422490 NIL NIL); (SEED cpd08673 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1825 NIL |kothari| 3787514189 NIL NIL); (CHEBI 57298 NIL |kothari| 3608037945 NIL NIL); (LIPID_MAPS LMPR0104540005 NIL |kothari| 3594492090 NIL NIL); (PUBCHEM 25200352 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11875 NIL |kr| 3410284650 NIL NIL)	C=C1([C@@H]4(CC[C@@H]3([C@@](C1)([C@@H](O)C[C@@H]2([C@@](C([O-])=O)(C)CCC[C@](C)23))C4)))	ent-7-&alpha-hydroxykaurenoate; ent-7-&alpha-hydroxykaurenoic acid; 7-hydroxy-kaurenoic acid; ent-7alpha-hydroxykaur-16-en-19-oic acid; ent-7alpha-hydroxykaurenoic acid	['-']
CPD-10332	-	-	Gibberellins	-	gibberellin44 (open lactone form)	-	(C 20);(H 26);(O 6)	(ZINC ZINC000004097025 NIL |kothari| 3853421226 NIL NIL); (SEED cpd03635 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM3280 NIL |kothari| 3787514190 NIL NIL); (CHEBI 143955 NIL |kothari| 3780943053 NIL NIL); (LIPID_MAPS LMPR0104170008 NIL |kothari| 3594492030 NIL NIL); (PUBCHEM 25243940 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C06095 NIL |kothari| 3428779809 NIL NIL)	C=C1([C@@]2(O)(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)(CCC[C@@](CO)([C@@H](CC2)3)4)C([O-])=O))C([O-])=O)))	gibberellin A44 open lactone; gibberellin A44 diacid; GA44 open lactone; GA44 (open lactone form)	['-']
CPD-15056	-	Fatty acyls	Enamines	Non-esterified fatty acid	(2Z)-2-aminobut-2-enoate	-	(C 4);(H 6);(N 1);(O 2)	(SEED cpd17424 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM1454 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C17234 NIL |kothari| 3787329138 NIL NIL); (CHEMSPIDER 26948168 NIL |keseler| 3662149597 NIL NIL); (PUBCHEM 45259183 NIL |kothari| 3619399468 NIL NIL); (CHEBI 58739 NIL |brito| 3567264245 NIL NIL)	C\C=C(C(=O)[O-])/N	['-']	['-']
CPD-16013	-	-	Imines	-	2-iminobutanoate	-	(C 4);(H 6);(N 1);(O 2)	(METANETX MNXM145836 NIL |kothari| 3787514191 NIL NIL); (LIGAND-CPD C20905 NIL |kothari| 3787329138 NIL NIL); (PUBCHEM 19796801 NIL |kothari| 3619399069 NIL NIL)	CCC(C(=O)[O-])=N	['-']	['-']
O-Glucosylsterols	SUPER	-	Sterols	-	sterol 3-glucoside	-	['-']	(SEED cpd27694 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM9125 NIL |kothari| 3787514190 NIL NIL); (CHEBI 37424 NIL |kothari| 3499034797 NIL NIL)	CC23(CCC4(C1(CCC(CC1CCC(C(CCC2[R])3)4)OC5([C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O))C))	sterol 3-b-D-glucoside; sterol 3-D-glucoside; O-glucosylsterol	['-']
Sterol-3-beta-D-glucosides	O-Glucosylsterols	-	O-Glucosylsterols	-	sterol 3-&beta-D-glucoside	-	['-']	(SEED cpd02285 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM82762 NIL |kothari| 3787514194 NIL NIL); (LIGAND-CPD C03641 NIL |kothari| 3787329137 NIL NIL)	CC23(CCC4(C1(CCC(CC1CCC(C(CCC2[R])3)4)O[C@H]5([C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O))C))	['-']	['-']
Glucosyl-acyl-sphinganines	SUPER	-	Glycosphingolipids	-	&beta-D-glucosyl-N-acylsphinganine	-	['-']	(METANETX MNXM163717 NIL |kothari| 3787514192 NIL NIL)	CCCCCCCCCCCCCCC[C@H]([C@H](CO[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))NC(=O)[R])O	glucosylceramide (I); N-acyl-&beta-D-glucosyl-sphinganine; dihydroglucosylceramide; GlcCer	['-']
Lactosyl-Ceramides	Glucosyl-acyl-sphinganines	-	Glucosyl-acyl-sphinganines; beta-Gal-14-beta-Glc-R	-	lactosylceramide	-	['-']	(SEED cpd00947 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM269 NIL |kothari| 3787514192 NIL NIL); (CHEBI 17950 NIL |hartmut| 3569854721 NIL NIL); (CAS 4682-48-8); (LIGAND-CPD C01290 NIL |taltman| 3466371734 NIL NIL)	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1(O[C@H](CO)[C@H]([C@H](O)[C@@H](O)1)O[C@@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2)))NC(=O)[R]	Gal-&beta1->4Glc-&beta1->1'Cer; &beta-D-galactosyl-1,4-&beta-D-glucosylceramide; lactosyl ceramide; LacCer; lactosyl-N-acylsphingosine; cytolipin-H; &beta-D-galactosyl-(1&rarr4)-&beta-D-glucosyl-(1&harr1)-ceramide; p histo-blood group antigen	['-']
Sterols	SUPER	-	Hydroxysteroids	-	sterol	-	['-']	(HMDB HMDB60512 NIL |kothari| 3787939149 NIL NIL); (METANETX MNXM82761 NIL |kothari| 3787514194 NIL NIL); (CHEBI 15889 NIL |kothari| 3498844514 NIL NIL); (LIGAND-CPD C00370 NIL |kothari| 3498844514 NIL NIL)	CC34(CCC2(C(CCC1(CC(O)CCC(C)12))C(CCC([R])3)4))	['-']	['-']
Steryl-Esters	Sterols	-	Esters; Sterols	-	steryl-ester	-	['-']	(METANETX MNXM5935 NIL |kothari| 3787514191 NIL NIL); (CHEBI 47880 NIL |kothari| 3780416720 NIL NIL); (LIGAND-CPD C15506 NIL |taltman| 3466371734 NIL NIL); (LIGAND-CPD C01958 NIL |taltman| 3466371734 NIL NIL)	CC34(CCC2(C(CCC1(CC(CCC(C)12)OC(=O)[R]))C(CCC([R])3)4))	steroid ester; sterol ester	['-']
3b-hydroxy-D5-steroids	Sterols	-	Sterols	-	3&beta-hydroxy-&delta5-steroid	-	['-']	(METANETX MNXM8132 NIL |kothari| 3787514190 NIL NIL); (CHEBI 1722 NIL |kothari| 3780416719 NIL NIL); (LIGAND-CPD C03836 NIL |taltman| 3466371734 NIL NIL)	CC34(CCC2(C(C\C=C1(C[C@@H](O)CCC(C)12))C(CCC([R])3)4))	['-']	['-']
3alpha-hydroxysteroyl-CoA	Sterols	-	All-Coas; Sterols	-	3&alpha-hydroxy bile acid CoA ester	-	(C 45);(H 70);(N 7);(O 18);(P 3);(S 1)	(METANETX MNXM166755 NIL |kothari| 3787514192 NIL NIL)	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C5(CCC6(C7(CCC4(C[C@H](O)CCC(C)4C(CCC(C)56)7))))	['-']	['-']
CPD-12912	Sterols	-	Sterols	-	(24Z)-4&alpha-formyl-stigmasta-7,24(241)-dien-3&beta-ol	-	(C 30);(H 48);(O 2)	(SEED cpd23634 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM10257 NIL |kothari| 3787514189 NIL NIL); (CHEBI 142929 NIL |kothari| 3780943053 NIL NIL); (PUBCHEM 102515345 NIL |kothari| 3686579210 NIL NIL)	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C	['-']	['-']
CPD-12911	Sterols	-	Sterols; Triterpenes	-	(24Z)-4&alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3&beta-ol	-	(C 30);(H 50);(O 2)	(CHEBI 142928 NIL |caspi| 3817132865 NIL NIL); (SEED cpd23633 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM10264 NIL |kothari| 3787514194 NIL NIL); (PUBCHEM 102515003 NIL |kothari| 3686579210 NIL NIL)	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](CO)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C	['-']	['-']
CPD-12908	Sterols	-	Sterols	-	4&alpha-formyl-ergosta-7,24(241)-dien-3&beta-ol	-	(C 29);(H 46);(O 2)	(LIGAND-CPD C22118 NIL |kothari| 3812303898 NIL NIL); (SEED cpd23630 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM10256 NIL |kothari| 3787514192 NIL NIL); (CHEBI 142849 NIL |kothari| 3780943053 NIL NIL); (PUBCHEM 102515184 NIL |kothari| 3686579210 NIL NIL)	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))=C	['-']	['-']
CPD-12907	Sterols	-	Sterols	-	4&alpha-hydroxymethyl-ergosta-7,24(241)-dien-3&beta-ol	-	(C 29);(H 48);(O 2)	(LIGAND-CPD C22117 NIL |kothari| 3812303898 NIL NIL); (SEED cpd23629 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM10263 NIL |kothari| 3787514190 NIL NIL); (CHEBI 142848 NIL |kothari| 3780943053 NIL NIL); (PUBCHEM 102515391 NIL |kothari| 3686579210 NIL NIL)	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](CO)[C@H](CC=1)2))CC[C@](C)34))))=C	['-']	['-']
CPD-4143	-	-	3-Beta-Hydroxysterols; C29-Steroids	-	sitosterol	ST 29:1;O	(C 29);(H 50);(O 1)	(ZINC ZINC000004095717 NIL |kothari| 3853422788 NIL NIL); (CHEBI 176889 NIL |kothari| 3842014750 NIL NIL); (SEED cpd01210 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM3359 NIL |kothari| 3787514189 NIL NIL); (REFMET Sitosterol NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC27693 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00852 NIL |kothari| 3608597114 NIL NIL); (LIPID_MAPS LMST01040129 NIL |kothari| 3594492030 NIL NIL); (CHEMSPIDER 192962 NIL |kothari| 3563632211 NIL NIL); (PUBCHEM 222284 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C01753 NIL |taltman| 3459474373 NIL NIL)	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	&beta-sitosterol; quebrachol; cinchol; cupreol; rhamnol; 22,23-dihydrostigmasterol; beta-Sitosterol; 22,23-Dihydrostigmasterol; b-Sitosterol	['-']
CPD-4127	-	-	3-Beta-Hydroxysterols; C29-Steroids	-	isofucosterol	-	(C 29);(H 48);(O 1)	(ZINC ZINC000004097812 NIL |kothari| 3853422785 NIL NIL); (CHEBI 28604 NIL |kothari| 3824397868 NIL NIL); (REFMET Isofucosterol NIL |midford| 3697479617 NIL NIL); (PUBCHEM 5281326 NIL |kothari| 3686579211 NIL NIL); (HMDB HMDB02374 NIL |kothari| 3608602042 NIL NIL); (LIGAND-CPD C08821 NIL |taltman| 3459474374 NIL NIL)	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34)))))/C(C)C	['-']	(24<i>Z</i>)-stigmasta-5,24(28)-dien-3&beta;-ol
Very-Long-Chain-Alcohols	-	-	Fatty-Alcohols	-	very-long-chain fatty alcohol	-	['-']	(SEED cpd28325 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM2420 NIL |kothari| 3787514194 NIL NIL)	C(CCCCCCCCCCCCCCCCCCCCCCO)[R]	['-']	['-']
VERY-LONG-CHAIN-FATTY-ACYL-COA	SUPER	Fatty acyls	Fatty-Acyl-CoAs	Acyl-Coenzyme A	very-long-chain fatty acyl-CoA	-	['-']	(SEED cpd28320 NIL |kothari| 3788273832 NIL NIL); (CHEBI 61910 NIL |kothari| 3787535119 NIL NIL); (METANETX MNXM13258 NIL |kothari| 3787514190 NIL NIL)	C(CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[R]	very-long-chain fatty acyl-coenzyme A; very-long-chain acyl-CoA	['-']
CPD-15924	-	Glycerophospholipids	2-Lyso-phospholipids; CPD-415	Lysophosphatidic acid	1-oleoyl-2-lyso-glycerone phosphate	-	(C 21);(H 37);(O 7);(P 1)	(SEED cpd02281 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM32961 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C03630 NIL |kothari| 3787329137 NIL NIL); (PUBCHEM 86289257 NIL |kothari| 3641818092 NIL NIL); (CHEBI 77492 NIL |kothari| 3608052289 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP([O-])([O-])=O)=O	1-oleoyl-2-lyso-dihydroxyacetone phosphate	['-']
LL-DIAMINOPIMELATE	-	-	CPD-20332; L-Amino-Acids	-	L,L-diaminopimelate	-	(C 7);(H 14);(N 2);(O 4)	(ZINC ZINC000001532712 NIL |kothari| 3853425728 NIL NIL); (SEED cpd00504 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM644 NIL |kothari| 3787514191 NIL NIL); (BIGG 26dap_LL NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57609 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01370 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57609 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 1549100 NIL |taltman| 3466375285 NIL NIL); (CAS 583-93-7 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00666 NIL |kr| 3346617699 NIL NIL); (CAS 14289-34-0)	C([C@H](CCC[C@@H](C([O-])=O)[NH3+])[NH3+])([O-])=O	L,L-A2pm; L,L-DAP; L,L-2,6-diaminopimelate; L,L-2,6-diaminoheptanedioate	['-']
CPD-8086	-	Glycerophospholipids	Phosphatidylglycerols-34-2	Phosphatidylglycerol	1-linoleoyl-2-palmitoyl-phosphatidylglycerol	phosphatidylglycerol (1-18:2-2-16:0); 18:2-16:0-PG; 1-18:2-2-16:0-phosphatidylglycerol	(C 40);(H 74);(O 10);(P 1)	(ZINC ZINC000062240842 NIL |kothari| 3853423862 NIL NIL); (SEED cpd25036 NIL |kothari| 3788273826 NIL NIL); (HMDB HMDB10645 NIL |kothari| 3787939154 NIL NIL); (CHEBI 89351 NIL |kothari| 3787535115 NIL NIL); (METANETX MNXM7975 NIL |kothari| 3787514194 NIL NIL); (PUBCHEM 90658491 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H](CO)O	phosphatidylglycerol (1-18:2-2-16:0); 18:2-16:0-PG; 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol); 1-18:2-2-16:0-phosphatidylglycerol	['-']
CPD-2185	-	Glycerophospholipids	Phosphatidylglycerols-34-3	Phosphatidylglycerol	1-linoleoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol	18:2-t16:1-PG; 1-18:2-2-trans-16:1-phosphatidylglycerol	(C 40);(H 72);(O 10);(P 1)	(ZINC ZINC000062240827 NIL |kothari| 3853422526 NIL NIL); (METANETX MNXM7979 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 90657478 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)C/C=C/CCCCCCCCCCCC)COP(=O)([O-])OC[C@H](CO)O	18:2-t16:1-PG; 1-(9Z,12Z-octadecadienoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol); 1-18:2-2-trans-16:1-phosphatidylglycerol	['-']
1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE	-	Glycerophospholipids	Phosphatidylcholines-36-6	Phosphatidylcholine	1-&alpha-linolenoyl-2-&alpha-linolenoyl-phosphatidylcholine	phosphatidylcholine (1-18:3-2-18:3); 18:3-18:3-PC; 1-18:3-2-18:3-sn-glycerol-3-phosphocholine; 1-18:3-2-18:3-phosphatidylcholine	(C 44);(H 76);(N 1);(O 8);(P 1)	(ZINC ZINC000085558953 NIL |kothari| 3853419990 NIL NIL); (HMDB HMDB08206 NIL |kothari| 3787939153 NIL NIL); (METANETX MNXM9575 NIL |kothari| 3787514190 NIL NIL); (CHEBI 86161 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 24778990 NIL |kothari| 3641818093 NIL NIL); (CHEMSPIDER 4946694 NIL |kothari| 3563631985 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)COP([O-])(=O)OCC[N+](C)(C)C)=O	phosphatidylcholine (1-18:3-2-18:3); 18:3-18:3-PC; 1-18:3-2-18:3-sn-glycerol-3-phosphocholine; 1,2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine; 1-18:3-2-18:3-phosphatidylcholine	['-']
GLYCERATE	-	-	D-2-hydroxyacids; Glycerates	-	D-glycerate	-	(C 3);(H 5);(O 4)	(ZINC ZINC000000895140 NIL |kothari| 3853425472 NIL NIL); (REACTOME-CPD 6799497 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00223 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM189 NIL |kothari| 3787514191 NIL NIL); (REFMET Glyceric acid NIL |midford| 3701443689 NIL NIL); (BIGG glyc__R NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC16659 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00139 NIL |kothari| 3594494374 NIL NIL); (CHEMSPIDER 4573914 NIL |kothari| 3563632032 NIL NIL); (CHEBI 16659 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 5460358 NIL |taltman| 3497976212 NIL NIL); (CAS 473-81-4 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00258 NIL |kr| 3346617700 NIL NIL); (CAS 6000-40-4)	C(=O)([O-])[C@H](O)CO	(R)-glycerate; glycerate; D-glyceric acid	['-']
