ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-19759	-	-	Chlorophyllides; Organometallics	-	71-dihydroxychlorophyllide	-	(C 35);(H 32);(N 4);(O 7);(MG 1)	(PUBCHEM 126961062 NIL |kothari| 3716212929 NIL NIL)	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C(O)O)=C(CC)\C(/C=C(C(\C)=1)\2)=N3))=4)5))=6)))=N7)))	['-']	['-']
CPD-7014	-	-	Chlorophyllides; Organometallics	-	chlorophyllide b	-	(C 35);(H 30);(N 4);(O 6);(MG 1)	(SEED cpd16355 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM90798 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 122706512 NIL |kothari| 3696259642 NIL NIL); (CHEBI 58686 NIL |hartmut| 3567962986 NIL NIL); (LIGAND-CPD C16541 NIL |taltman| 3466371734 NIL NIL)	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C=O)=C(CC)\C(/C=C(C(\C)=1)\2)=N3))=4)5))=6)))=N7)))	['-']	['-']
CPD-14275	-	Fatty acyls	Long-Chain-3-Hydroxyacyl-CoAs	Acyl-Coenzyme A	(3R)-3-hydroxy-arachidoyl-CoA	-	(C 41);(H 70);(N 7);(O 18);(P 3);(S 1)	(SEED cpd24266 NIL |kothari| 3788273829 NIL NIL); (HMDB HMDB60191 NIL |kothari| 3787939155 NIL NIL); (METANETX MNXM36530 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 72193813 NIL |kothari| 3619400336 NIL NIL); (CHEBI 76373 NIL |kothari| 3608052289 NIL NIL)	CCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	['-']	['-']
CPD-14271	-	Fatty acyls	Long-Chain-oxoacyl-CoAs	Acyl-Coenzyme A	3-oxoicosanoyl-CoA	-	(C 41);(H 68);(N 7);(O 18);(P 3);(S 1)	(SEED cpd24263 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM36762 NIL |kothari| 3787514193 NIL NIL); (REFMET 3-oxoicosanoyl-CoA NIL |midford| 3701443689 NIL NIL); (PUBCHEM 70678676 NIL |kothari| 3619400276 NIL NIL); (CHEBI 65115 NIL |kothari| 3608037945 NIL NIL)	CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	['-']	['-']
CHORISMATE	-	-	dicarboxylate	-	chorismate	-	(C 10);(H 8);(O 6)	(ZINC ZINC000003869471 NIL |kothari| 3853420616 NIL NIL); (REACTOME-CPD 964856 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00216 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM337 NIL |kothari| 3787514193 NIL NIL); (REFMET Chorismic acid NIL |midford| 3701443689 NIL NIL); (BIGG chor NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12199 NIL |kothari| 3608602144 NIL NIL); (CHEMSPIDER 4573889 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460312 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29748 NIL |taltman| 3452363536 NIL NIL); (CAS 55508-12-8 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00251 NIL |kaipa| 3311532640 NIL NIL)	C=C(C(=O)[O-])O[C@H]1([C@H](O)\C=C/C(/C([O-])=O)=C\1)	chorismic acid	(3R,4R)-3-[(1-carboxylatoethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate
PREPHENATE	-	-	Compounds	-	prephenate	-	(C 10);(H 8);(O 6)	(ZINC ZINC000100069153 NIL |kothari| 3853426082 NIL NIL); (SEED cpd00219 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM503 NIL |kothari| 3787514193 NIL NIL); (BIGG pphn NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12283 NIL |kothari| 3608602368 NIL NIL); (CHEMSPIDER 4573884 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460303 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29934 NIL |taltman| 3452363600 NIL NIL); (LIGAND-CPD C00254 NIL |kr| 3346617701 NIL NIL); (CAS 126-49-8)	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)	['-']	Prephenic acid
Dodecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
DODECANOATE	-	Fatty acyls	Medium-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	laurate	-	(C 12);(H 23);(O 2)	(ZINC ZINC000001529498 NIL |kothari| 3853425320 NIL NIL); (REACTOME-CPD 33549 NIL |kothari| 3788282686 NIL NIL); (SEED cpd01741 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM402 NIL |kothari| 3787514192 NIL NIL); (REFMET Lauric acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC18262 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00638 NIL |kothari| 3608602281 NIL NIL); (CHEMSPIDER 3361474 NIL |kothari| 3563632188 NIL NIL); (PUBCHEM 4149208 NIL |taltman| 3466375284 NIL NIL); (CHEBI 18262 NIL |taltman| 3452363583 NIL NIL); (LIGAND-CPD C02679 NIL |kr| 3346617701 NIL NIL); (NCI 5026); (CAS 143-07-7)	CCCCCCCCCCCC([O-])=O	n-dodecanoic acid; dodecanoic acid; n-dodecanoic acid; lauric acid; tin II 2-ethylhexanoate; dodecanoate	['-']
L-ASPARTATE-SEMIALDEHYDE	-	-	Non-standard-amino-acids	-	L-aspartate 4-semialdehyde	-	(C 4);(H 7);(N 1);(O 3)	(ZINC ZINC000000895231 NIL |kothari| 3853425681 NIL NIL); (SEED cpd00346 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM361 NIL |kothari| 3787514192 NIL NIL); (REFMET Aspartate-semialdehyde NIL |midford| 3697479617 NIL NIL); (BIGG aspsa NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB12249 NIL |kothari| 3608597114 NIL NIL); (CHEBI 537519 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 5287708 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00441 NIL |kr| 3346617699 NIL NIL); (CAS 15106-57-7)	C(=O)C[C@H]([NH3+])C(=O)[O-]	L-aspartic 4-semialdehyde; L-aspartate-semialdehyde; L-aspartate &beta-semialdehyde	['-']
L-BETA-ASPARTYL-P	-	-	L-Amino-Acids; Modified-Amino-Acids	-	L-aspartyl-4-phosphate	-	(C 4);(H 6);(N 1);(O 7);(P 1)	(ZINC ZINC000003870028 NIL |kothari| 3853425685 NIL NIL); (SEED cpd01977 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM1177 NIL |kothari| 3787514194 NIL NIL); (BIGG 4pasp NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB12250 NIL |kothari| 3608601871 NIL NIL); (CHEMSPIDER 10123241 NIL |kothari| 3563631866 NIL NIL); (CHEBI 57535 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 11948925 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C03082 NIL |kr| 3346617699 NIL NIL); (CAS 22138-53-0)	C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-]	4-phospho-L-aspartate; L-4-aspartyl phosphate; L-&beta-aspartyl-P; L-&beta-aspartyl-phosphate; L-aspartyl-4-P; L-aspartyl-&beta-phosphate; 4-phosphonato-L-aspartate	['-']
P-HYDROXY-PHENYLPYRUVATE	-	-	Aromatic-Oxoacids; 2-Oxo-carboxylates	-	3-(4-hydroxyphenyl)pyruvate	-	(C 9);(H 7);(O 4)	(ZINC ZINC000000895711 NIL |kothari| 3853426054 NIL NIL); (REACTOME-CPD 31365 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00868 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM153 NIL |kothari| 3787514193 NIL NIL); (REFMET 4-Hydroxyphenylpyruvic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC36242 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00707 NIL |kothari| 3608602563 NIL NIL); (CHEMSPIDER 5341947 NIL |kothari| 3563631959 NIL NIL); (CHEBI 36242 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 6971070 NIL |taltman| 3466375285 NIL NIL); (CAS 156-39-8); (LIGAND-CPD C01179 NIL |keseler| 3342477624 NIL NIL)	C1(\C(/CC(C([O-])=O)=O)=C/C=C(\C=1)/O)	p-hydroxyphenylpyruvic acid; 4-hydroxyphenylpyruvate; hydroxyphenylpyruvate; p-hydroxyphenylpyruvate	['-']
HOMOGENTISATE	-	-	Compounds	-	homogentisate	-	(C 8);(H 7);(O 4)	(ZINC ZINC000000388428 NIL |kothari| 3853425526 NIL NIL); (REACTOME-CPD 30337 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00426 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM345 NIL |kothari| 3787514190 NIL NIL); (REFMET Homogentisic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC16169 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00130 NIL |kothari| 3608602711 NIL NIL); (CHEMSPIDER 4573931 NIL |kothari| 3563632031 NIL NIL); (PUBCHEM 5460389 NIL |taltman| 3466375284 NIL NIL); (CHEBI 16169 NIL |taltman| 3452363346 NIL NIL); (LIGAND-CPD C00544 NIL |kr| 3410284649 NIL NIL)	C1(\C(\O)=C/C(\CC([O-])=O)=C(\C=1)/O)	2,5-dihydroxyphenylacetate	['-']
L-1-PHOSPHATIDYL-ETHANOLAMINE	SUPER	-	Phosphoglycerides	-	phosphatidylethanolamine	-	['-']	(SEED cpd27339 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM4022 NIL |kothari| 3787514191 NIL NIL); (CHEBI 16038 NIL |caspi| 3571673598 NIL NIL); (LIGAND-CPD C00350 NIL |kr| 3346617700 NIL NIL)	C(OP([O-])(=O)OC[C@@H](COC(=O)[R1])OC(=O)[R2])C[NH3+]	glycerophosphoethanolamine; L-1-phosphatidylethanolamine; 1-phosphatidylethanolamine; L-1-phosphotidylethanolamine; phosphatidylethenolamine; O-(1-&beta-acyl-2-acyl-sn-glycero-3-phospho)-ethanolamine; PtdEtn; 1,2-diacyl-sn-glycero-3-phosphoethanolamine	['-']
N-Acylphosphatidylethanolamines	L-1-PHOSPHATIDYL-ETHANOLAMINE	-	L-1-PHOSPHATIDYL-ETHANOLAMINE	-	N-acylphosphatidylethanolamine	-	['-']	(REACTOME-CPD 5694568 NIL |kothari| 3788282686 NIL NIL); (SEED cpd27581 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM6348 NIL |kothari| 3786132372 NIL NIL); (|Wikipedia| N-Acylphosphatidylethanolamine NIL |kothari| 3505235879 NIL NIL)	C(OP([O-])(=O)OC[C@@H](COC(=O)[R1])OC(=O)[R2])CNC([R3])=O	NAPE	['-']
CPD-405	L-1-PHOSPHATIDYL-ETHANOLAMINE	-	L-1-PHOSPHATIDYL-ETHANOLAMINE	-	phosphatidyl-N-methylethanolamine	-	['-']	(SEED cpd11829 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM91270 NIL |kothari| 3787514193 NIL NIL); (CHEBI 15958 NIL |caspi| 3758928645 NIL NIL); (LIGAND-CPD C01241 NIL |taltman| 3459474374 NIL NIL)	C[NH2+]CCOP([O-])(=O)OC[C@@H](COC(=O)[R1])OC(=O)[R2]	['-']	['-']
L-PHOSPHATIDATE	-	-	Phosphoglycerides	-	phosphatidate	-	['-']	(CHEBI 29089 NIL |caspi| 3658079873 NIL NIL); (|Wikipedia| Phosphatidate NIL |caspi| 3523026352 NIL NIL); (LIGAND-CPD C00416 NIL |kr| 3346617700 NIL NIL)	C(OC([R1])=O)[C@@H](OC(=O)[R2])COP([O-])(=O)[O-]	A 3-SN-phosphatidate; DGP; diacylglycerol phosphate; 3-sn-phosphatidate; diacyl-glycerol-3P; diacylglycerol-3-phosphate; phosphatidic acid; L-phosphatidate; 1,2-diacyl-sn-glycerol 3-phosphate; 1,2-diacylglycerol 3-phosphate	['-']
ETHANOL-AMINE	-	-	Compounds	-	ethanolamine	-	(C 2);(H 8);(N 1);(O 1)	(ZINC ZINC000008214617 NIL |kothari| 3853425384 NIL NIL); (SEED cpd00162 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM218 NIL |kothari| 3787514192 NIL NIL); (REFMET Ethanolamine NIL |midford| 3701443689 NIL NIL); (BIGG etha NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57603 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00149 NIL |kothari| 3608602275 NIL NIL); (CHEMSPIDER 392552 NIL |kothari| 3563631589 NIL NIL); (CHEBI 57603 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 444693 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00189 NIL |kaipa| 3311532624 NIL NIL); (CAS 141-43-5)	C(CO)[NH3+]	2-aminoethanol; monoethanolamine; colamine; ethanol-amine	['-']
RIBULOSE-5P	-	-	Ribulose-phosphates	-	D-ribulose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(ZINC ZINC000001532567 NIL |kothari| 3853426174 NIL NIL); (REACTOME-CPD 29732 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00171 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM145 NIL |kothari| 3787514194 NIL NIL); (REFMET Ribulose-5-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG ru5p__D NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC58121 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00618 NIL |kothari| 3608640777 NIL NIL); (CHEMSPIDER 20015724 NIL |kothari| 3563631809 NIL NIL); (CHEBI 58121 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21144996 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00199 NIL |kr| 3346617700 NIL NIL); (CAS 4151-19-3)	C([C@H]([C@H](C(CO)=O)O)O)OP([O-])([O-])=O	ribulose-5P; D-ribulose-5-P; ribulose-5-P	['-']
XYLULOSE-5-PHOSPHATE	-	-	PENTOSE-5-PHOSPHATES	-	D-xylulose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(ZINC ZINC000030320708 NIL |kothari| 3853426472 NIL NIL); (REACTOME-CPD 29790 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00198 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM186 NIL |kothari| 3787514193 NIL NIL); (REFMET Xylulose-5-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG xu5p__D NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57737 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00868 NIL |kothari| 3608601951 NIL NIL); (CHEMSPIDER 20015725 NIL |kothari| 3563632053 NIL NIL); (CHEBI 57737 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 5459820 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00231 NIL |kr| 3346617701 NIL NIL); (CAS 60802-29-1)	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO	xylulose 5-phosphate; xylulose-phosphate; D-xylulose-5-P; xylulose-P	['-']
O-PHOSPHO-L-HOMOSERINE	-	-	Non-standard-amino-acids	-	O-phospho-L-homoserine	-	(C 4);(H 8);(N 1);(O 6);(P 1)	(ZINC ZINC000001532852 NIL |kothari| 3853425972 NIL NIL); (SEED cpd00809 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM1334 NIL |kothari| 3787514194 NIL NIL); (REFMET O-Phosphohomoserine NIL |midford| 3701443689 NIL NIL); (BIGG phom NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57590 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB03484 NIL |kothari| 3608603004 NIL NIL); (CHEBI 57590 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 46878406 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C01102 NIL |kr| 3346617699 NIL NIL)	C(OP([O-])(=O)[O-])C[C@H]([NH3+])C([O-])=O	o-phosphohomoserine	['-']
THR	-	-	Amino-Acids-20; L-Amino-Acids; Uncharged-polar-amino-acids	-	L-threonine	thr	(C 4);(H 9);(N 1);(O 3)	(ZINC ZINC000000895103 NIL |kothari| 3853426341 NIL NIL); (MEDIADB compounds/16460/ NIL |midford| 3791153826 NIL NIL); (MEDIADB compounds/184/ NIL |midford| 3791153825 NIL NIL); (SEED cpd00161 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM142 NIL |kothari| 3787514192 NIL NIL); (REFMET Threonine NIL |midford| 3697479617 NIL NIL); (BIGG thr__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57926 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00167 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57926 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6971019 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00188 NIL |kaipa| 3311532639 NIL NIL); (CAS 72-19-5)	C[C@@H](O)[C@H]([NH3+])C(=O)[O-]	T; thre; L-thr; threonine; 2-amino-3-hydroxybutyric acid	['-']
Decanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Pyruvate-dehydrogenase-lipoate	-	-	Lipoyl-Protein-N6-lipoyllysine	-	[pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine	-	['-']	(SEED cpd28013 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM9070 NIL |kothari| 3787514192 NIL NIL); (CHEBI 80218 NIL |kothari| 3780416720 NIL NIL); (LIGAND-CPD C15972 NIL |kothari| 3515251916 NIL NIL)	C([[pyruvate dehydrogenase] lipoyl carrier component])C(=O)C(CCCCNC(CCCC[C@@H]1(SSCC1))=O)N[[pyruvate dehydrogenase] lipoyl carrier component]	['-']	['-']
Pyruvate-dehydrogenase-acetylDHlipoyl	-	-	Acylated-Dihydro-Lipoyl-Proteins-Lysine	-	[pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine	-	['-']	(SEED cpd28011 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM9069 NIL |kothari| 3787514190 NIL NIL); (CHEBI 80404 NIL |kothari| 3780416720 NIL NIL); (LIGAND-CPD C16255 NIL |paley| 3513948617 NIL NIL)	C([[pyruvate dehydrogenase] lipoyl carrier component])C(=O)[C@H](CCCCNC(CCCCC(S)CCSC(C)=O)=O)N[[pyruvate dehydrogenase] lipoyl carrier component]	['-']	['-']
Saturated-Fatty-Acyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
B-KETOACYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Hexanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-Oxo-octanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-4211	-	-	Compounds	-	prenyl diphosphate	DMAPP	(C 5);(H 9);(O 7);(P 2)	(ZINC ZINC000008215740 NIL |kothari| 3853422802 NIL NIL); (CHEBI 83374 NIL |kothari| 3824397868 NIL NIL); (SEED cpd00202 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM132 NIL |kothari| 3787514191 NIL NIL); (BIGG dmpp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57623 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01120 NIL |kothari| 3608602278 NIL NIL); (CHEMSPIDER 13115336 NIL |kothari| 3563631839 NIL NIL); (PUBCHEM 15983958 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00235 NIL |keseler| 3341251295 NIL NIL); (CAS 358-71-4 NIL |keseler| 3341251295 NIL NIL)	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]	dimethylallyl-diphosphate; prenyl-diphosphate; &delta-prenyl diphosphate; &delta2-isopentenyl-diphosphate; 2-isopentenyl diphosphate; dimethylallyl diphosphate; DPP; di-CH3-allyl-PPi; dimethylallyl-PP; dimethylallyl-PPi; DMPP; dimethylallyl pyrophosphate; 3-methylbut-2-en-1-yl diphosphate	3-methylbut-2-en-1-yl diphosphate
HYDROXY-METHYL-BUTENYL-DIP	-	-	Compounds	-	(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate	-	(C 5);(H 9);(O 8);(P 2)	(ZINC ZINC000008436838 NIL |kothari| 3853425544 NIL NIL); (METANETX MNXM606 NIL |kothari| 3787514190 NIL NIL); (BIGG h2mb4p NIL |kothari| 3661824225 NIL NIL); (CHEMSPIDER 10224038 NIL |kothari| 3563631798 NIL NIL); (CHEBI 128753 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21597501 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C11811 NIL |kr| 3346617698 NIL NIL)	CC(/CO)=C\COP(OP([O-])(=O)[O-])(=O)[O-]	(E)-4-hydroxy-3-methylbut 2-en-1-yl diphosphate; HMBDP; 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	['-']
CHLOROPHYLL-A	-	-	CPD-18899	-	chlorophyll	-	(C 55);(H 71);(N 4);(O 5);(MG 1)	(SEED cpd03148 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM46466 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 122706195 NIL |kothari| 3696259642 NIL NIL); (HMDB HMDB38578 NIL |kothari| 3608601914 NIL NIL); (CHEBI 58416 NIL |caspi| 3566855417 NIL NIL); (KNAPSACK C00001528 NIL |kothari| 3493153345 NIL NIL); (CAS 479-61-8 NIL |kothari| 3493153345 NIL NIL); (LIGAND-CPD C05306 NIL |kothari| 3493153345 NIL NIL)	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)OC/C=C(C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(CC)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))	chlorophyll (phytol)	['-']
CPD-7006	-	-	Organometallics	-	tetrahydrogeranylgeranyl chlorophyll	-	(C 55);(H 69);(N 4);(O 5);(MG 1)	(METANETX MNXM13008 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 46926313 NIL |ong| 3523387880 NIL NIL)	C=CC8(\C(/C)=C7(\C=C1([C@@H](C)[C@H](CCC(=O)OC/C=C(C)/CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)C2(\C9(/[C-](C(OC)=O)C(=O)C3(\C(\N4([Mg-2]6([N+]\1=2)([N+]5(\C(/C(\C)=C(CC)\C(/C=C(C(\C)=3)\4)=5)=C/C(/N67)=8))))=9))))))	tetrahydroGG-chlorophyll ; tetrahydroGG-chl ; tetrahydrogeranylgeranyl-chl	['-']
GERANYL-PP	-	-	Monoterpenyl-Diphosphates; Polyisoprenyl-Diphosphates	-	geranyl diphosphate	-	(C 10);(H 17);(O 7);(P 2)	(ZINC ZINC000008215849 NIL |kothari| 3853425446 NIL NIL); (REACTOME-CPD 191409 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM100 NIL |kothari| 3787514194 NIL NIL); (BIGG grdp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC58057 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01285 NIL |kothari| 3608602019 NIL NIL); (CHEMSPIDER 14211068 NIL |kothari| 3563631813 NIL NIL); (CHEBI 58057 NIL |caspi| 3538250814 NIL NIL); (KNAPSACK C00000846 NIL |achi1| 3445698168 NIL NIL); (PUBCHEM 19379894 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00341 NIL |kr| 3346617699 NIL NIL)	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O	geranyl-diphosphate; geranyl-pyrophosphate; GPP; geranyl-PP; geranyl pyrophosphate; &omega,E-geranyl diphosphate	['-']
DELTA3-ISOPENTENYL-PP	-	-	Compounds	-	3-methylbut-3-en-1-yl diphosphate	IPP	(C 5);(H 9);(O 7);(P 2)	(ZINC ZINC000008215654 NIL |kothari| 3853425190 NIL NIL); (SEED cpd00113 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM83 NIL |kothari| 3787514193 NIL NIL); (REFMET Isopentenyl-diphosphate NIL |midford| 3701443689 NIL NIL); (BIGG ipdp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC128769 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01347 NIL |kothari| 3608602897 NIL NIL); (CHEMSPIDER 13115335 NIL |kothari| 3563631839 NIL NIL); (CHEBI 128769 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15983957 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00129 NIL |keseler| 3341251572 NIL NIL)	C=C(C)CCOP([O-])(=O)OP([O-])(=O)[O-]	isopentenyl-PP; isopentenyl pyrophosphate; &delta(3)-isopentenyl-PP; &Delta3-isopentenyl-PP; 3-methylbut-3-enyl diphosphate; 3-methylbut-3-enyl pyrophosphate; isopentenyl diphosphate	['-']
FARNESYL-PP	-	-	Methyl-Branched-Lipids; Sesquiterpenes; TRANS-POLYISOPRENYL-PP	-	(2E,6E)-farnesyl diphosphate	-	(C 15);(H 25);(O 7);(P 2)	(ZINC ZINC000012494625 NIL |kothari| 3853425396 NIL NIL); (SEED cpd00350 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM34 NIL |kothari| 3787514189 NIL NIL); (BIGG frdp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC175763 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00961 NIL |kothari| 3608602183 NIL NIL); (CHEMSPIDER 11633047 NIL |kothari| 3563631839 NIL NIL); (CHEBI 175763 NIL |taltman| 3498180761 NIL NIL); (KNAPSACK C00007268 NIL |achi1| 3445698166 NIL NIL); (PUBCHEM 15983959 NIL |taltman| 3451921010 NIL NIL); (LIGAND-CPD C00448 NIL |keseler| 3341251944 NIL NIL); (CAS 13058-04-3)	CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]	2-trans,6-trans-farnesyl diphosphate; 2-trans,6-trans-farnesyl diphosphate; FPP; trans, trans-farnesyl diphosphate; farnesyl-PP; farnesyl pyrophosphate; &omega,E,E-farnesyl diphosphate; farnesyl diphosphate; (E,E)-farnesyl diphosphate; all-trans-farnesyl diphosphate; C15-PP	['-']
