ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
Reduced-ferredoxins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
PROTON	-	-	Subatomic-Particles; Monovalent-Inorganic-Cations	-	H+	-	(H 1)	(BIGG h NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB59597 NIL |kothari| 3608597114 NIL NIL); (BIGG 33778 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 1010 NIL |kothari| 3563632849 NIL NIL); (PUBCHEM 1038 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15378 NIL |taltman| 3452438078 NIL NIL); (CAS 12408-02-5 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00080 NIL |kr| 3346617700 NIL NIL)	[H+]	hydrogen ion; proton; H	['-']
CPD-2188	-	Glycerolipids	Monogalactosyldiacylglycerols-34-2	Monohexosyldiacylglycerol	1-18:1-2-16:1-monogalactosyldiacylglycerol	18:1-16:1-MGDG	(C 43);(H 78);(O 10)	(PUBCHEM 90658678 NIL |kothari| 3641818093 NIL NIL); (PUBCHEM 25244869 NIL |taltman| 3466375284 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O	18:1-16:1-MGDG; 1-(9Z-octadecenoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol,	['-']
Oxidized-ferredoxins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-4205	-	-	Compounds	-	N6-(&Delta2-isopentenyl)-adenosine 5'-monophosphate	-	(C 15);(H 20);(N 5);(O 7);(P 1)	(LIGAND-CPD C04713 NIL |kr| 3410284649 NIL NIL); (PUBCHEM 25245046 NIL |taltman| 3466375284 NIL NIL); (CHEBI 57526 NIL |taltman| 3498180761 NIL NIL)	CC(C)=CCNC2(\C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)COP([O-])([O-])=O)O)O))C(\N=C/N=2)=3))	isopentenyladenosine-5'-monophosphate; N6-(dimethylallyl)adenosine 5'-phosphate; iPMP; isopentenyladenosine riboside-5'-monophosphate; iPRMP	['-']
CPD-15317	SUPER	-	RIBOSE-5P	-	D-ribofuranose 5-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(CHEBI 52742 NIL |caspi| 3575817452 NIL NIL)	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)C(O)O1)	['-']	['-']
CPD-4209	-	-	Adenine-Cytokinins; Modified-Bases	-	N6-dimethylallyladenine	-	(C 10);(H 13);(N 5)	(REFMET N6-(delta2-isopentenyl)-adenine NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC17660 NIL |kothari| 3608991478 NIL NIL); (DRUGBANK DB08768 NIL |kothari| 3594430408 NIL NIL); (CHEMSPIDER 83222 NIL |kothari| 3563632335 NIL NIL); (PUBCHEM 92180 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C04083 NIL |taltman| 3452530618 NIL NIL); (CHEBI 17660 NIL |taltman| 3452363455 NIL NIL); (NCI 106958 NIL |christ| 3315862018 NIL NIL); (CAS 2365-40-4 NIL |christ| 3315862018 NIL NIL)	CC(C)=CCNC1(\C2(\N=C/NC(/N=C\N=1)=2))	N(6)-dimethylallyladenine; isopentenyladenine; N6-&Delta2-isopentenyladenine; iP	['-']
S-ADENOSYLMETHIONINE	-	-	Amino-Acid-Derivatives	-	S-adenosyl-L-methionine	SAM	(C 15);(H 23);(N 6);(O 5);(S 1)	(CHEBI 33442 NIL |caspi| 3716224426 NIL NIL); (REFMET S-adenosyl-L-methioninate NIL |midford| 3701443689 NIL NIL); (PUBCHEM 24762165 NIL |kothari| 3641818093 NIL NIL); (BIGG amet NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC59789 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01185 NIL |kothari| 3608597114 NIL NIL); (BIGG 33530 NIL |kothari| 3584718837 NIL NIL); (CHEBI 59789 NIL |caspi| 3501080055 NIL NIL); (PUBCHEM 44229224 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00019 NIL |kr| 3346617700 NIL NIL); (CAS 29908-03-0)	C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+]	(S)-S-adenosyl-L-methionine; AdoMet; SAM; 2-S-adenosyl-L-methionine; S-adenosyl-methionine; adenosylmethionine; S-adenosylmethionine	['-']
CPD-12159	-	-	Steroids	-	26,27-dehydrozymosterol	-	(C 27);(H 42);(O 1)	(CHEBI 136770 NIL |kothari| 3741700409 NIL NIL); (PUBCHEM 91820155 NIL |kothari| 3651883220 NIL NIL); (PUBCHEM 46173326 NIL |taltman| 3497976212 NIL NIL)	C[C@H](CCC=C1(CC1))[C@H]3(CC[C@H]4(C5(\CC[C@H]2(C[C@@H](O)CC[C@@](C)2C(\CC[C@](C)34)=5))))	['-']	['-']
METOH	-	-	Short-Chain-Alcohols	-	methanol	MeOH	(C 1);(H 4);(O 1)	(REFMET Methanol NIL |midford| 3697479617 NIL NIL); (HMDB HMDB01875 NIL |kothari| 3594494360 NIL NIL); (METABOLIGHTS MTBLC17790 NIL |kothari| 3608991478 NIL NIL); (CHEMSPIDER 864 NIL |kothari| 3563632880 NIL NIL); (PUBCHEM 887 NIL |taltman| 3466375285 NIL NIL); (CHEBI 17790 NIL |taltman| 3498850556 NIL NIL); (LIGAND-CPD C00132 NIL |kr| 3410284650 NIL NIL); (PUBCHEM 887 NIL |taltman| 3448034169 NIL NIL); (CHEBI 17790 NIL |taltman| 3452438095 NIL NIL); (CAS 67-56-1)	CO	MetOH; carbinol; MeOH; methyl alcohol; wood alcohol; CH3OH	['-']
CPD-12161	-	-	Steroids	-	24-alkyl sterol 2	-	(C 28);(H 46);(O 2)	(PUBCHEM 46173432 NIL |taltman| 3497976212 NIL NIL)	C=C(C)CC(O)CCC(C)C1(C2(C)(C(CC1)C3(\CCC4(C(C)(C(\CC2)=3)CCC(O)C4))))	['-']	['-']
ADENOSYL-HOMO-CYS	-	-	Modified-Amino-Acids	-	S-adenosyl-L-homocysteine	SAH	(C 14);(H 20);(N 6);(O 5);(S 1)	(REFMET S-Adenosylhomocysteine NIL |midford| 3697479617 NIL NIL); (PUBCHEM 25246222 NIL |kothari| 3641818093 NIL NIL); (BIGG ahcys NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57856 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00939 NIL |kothari| 3608597114 NIL NIL); (BIGG 33543 NIL |kothari| 3584718837 NIL NIL); (PUBCHEM 50986259 NIL |ong| 3523387880 NIL NIL); (CHEBI 57856 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C00021 NIL |kr| 3346617699 NIL NIL); (CAS 979-92-0)	C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+]	S-adenosylhomocysteine; S-adenosyl-L-homocysteine; 2-S-adenosyl-L-homocysteine; AdoHcy; 2-S-adenosyl-L-homocysteine; S-adenosyl-homocysteine; S-adenosylhomocysteine; adenosyl-homo-cys; adenosylhomocysteine; adenosylhomo-cys; SAH	['-']
METHYL-GROUP	-	-	Cobamide-Upper-Ligands; Simple-Groups	-	methyl group	methyl	(C 1);(H 4)	-	C	methyl group; CH3	['-']
CPD-4609	-	-	Adenine-Cytokinins	-	kinetin	-	(C 10);(H 9);(N 5);(O 1)	(REFMET Kinetin NIL |midford| 3697479617 NIL NIL); (CHEBI 27407 NIL |kothari| 3641835422 NIL NIL); (HMDB HMDB12245 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 3698 NIL |kothari| 3563632795 NIL NIL); (CHEBI 485066 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 3830 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C08272 NIL |kr| 3410284649 NIL NIL)	C1(\N=C(C2(N\C=N/C(\N=1)=2))\NCC3(\O\C=C/C=3))	['-']	['-']
CPD-4610	-	-	Adenine-Cytokinin-Glucosides	-	kinetin-7-N-glucoside	-	(C 16);(H 19);(N 5);(O 6)	(HMDB HMDB12243 NIL |kothari| 3608597114 NIL NIL); (PUBCHEM 25202817 NIL |taltman| 3466375284 NIL NIL)	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)N3(C4(C(/NCC2(\O\C=C/C=2))=N\C=N/C(\N=C/3)=4))))O	['-']	['-']
D-SEDOHEPTULOSE-1-7-P2	-	Sphingolipids	Sugar-bisphosphates	Long-chain base phosphate	D-sedoheptulose 1,7-bisphosphate	-	(C 7);(H 12);(O 13);(P 2)	(REFMET Sedoheptulose 1,7-bisphosphate NIL |midford| 3701443689 NIL NIL); (PUBCHEM 46878435 NIL |kothari| 3641818093 NIL NIL); (CHEBI 58335 NIL |kothari| 3641835422 NIL NIL); (METABOLIGHTS MTBLC58335 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB60274 NIL |kothari| 3608602467 NIL NIL); (CHEBI 9081 NIL |kothari| 3594051140 NIL NIL); (PUBCHEM 25244771 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00447 NIL |kr| 3410284650 NIL NIL)	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O	sedoheptulose 1,7-bisphosphate; D-sedoheptulose-1,7-diphosphate; D-sedoheptulose-1,7-P2; SBP	['-']
D-SEDOHEPTULOSE-7-P	-	-	Sugar-Phosphate	-	D-sedoheptulose 7-phosphate	-	(C 7);(H 13);(O 10);(P 1)	(REFMET Sedoheptulose 7-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG s7p NIL |kothari| 3661824226 NIL NIL); (LIGAND-CPD C00281 NIL |kr| 3346617700 NIL NIL); (METABOLIGHTS MTBLC57483 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01068 NIL |kothari| 3608640722 NIL NIL); (BIGG 34485 NIL |kothari| 3584718837 NIL NIL); (LIGAND-CPD C05382 NIL |kothari| 3536420098 NIL NIL); (CHEBI 57483 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 46878379 NIL |ong| 3523387880 NIL NIL); (CAS 2646-35-7)	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O	D-Sedoheptulose-7-P; heptulose 7-phosphate; sedoheptulose-7-P; sedo-heptulose-7-phosphate	D-altro-2-heptulose, 7-(dihydrogen phosphate)
Pi	-	-	Phosphates	-	phosphate	-	(H 1);(O 4);(P 1)	(REFMET Phosphoric acid NIL |midford| 3701443689 NIL NIL); (BIGG pi NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 3681305 NIL |kothari| 3619398602 NIL NIL); (CHEBI 43474 NIL |kothari| 3609163837 NIL NIL); (METABOLIGHTS MTBLC43474 NIL |kothari| 3609160995 NIL NIL); (HMDB HMDB00973 NIL |kothari| 3608597114 NIL NIL); (BIGG 33499 NIL |kothari| 3584718837 NIL NIL); (KNAPSACK C00007408 NIL |rleitao| 3434750086 NIL NIL); (LIGAND-CPD C00009 NIL |kr| 3346617699 NIL NIL); (CAS 14265-44-2)	[O-]P(=O)(O)[O-]	inorganic phosphate; phosphate-inorganic; Pi; orthophosphate; PO43-; HPO42-; HPO4-2	['-']
CPD-2189	-	Glycerolipids	Monogalactosyldiacylglycerols-34-4	Monohexosyldiacylglycerol	1-18:2-2-16:2-monogalactosyldiacylglycerol	18:2-16:2-MGDG	(C 43);(H 74);(O 10)	(PUBCHEM 25245726 NIL |taltman| 3466375284 NIL NIL); (CHEBI 83006 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 86290020 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O	18:2-16:2-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8080	-	Glycerolipids	Monogalactosyldiacylglycerols-34-5	Monohexosyldiacylglycerol	1-18:2-2-16:3-monogalactosyldiacylglycerol	18:2-16:3-MGDG	(C 43);(H 72);(O 10)	(PUBCHEM 90657314 NIL |kothari| 3641818093 NIL NIL); (PUBCHEM 25244323 NIL |taltman| 3466375284 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:2-16:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-6661	-	-	D-myo-inositol-pentakisphosphates	-	1D-myo-inositol (1,2,3,4,6)-pentakisphosphate	-	(C 6);(H 7);(O 21);(P 5)	(CHEBI 57257 NIL |kothari| 3608052289 NIL NIL); (CHEMSPIDER 19951265 NIL |kothari| 3563631774 NIL NIL); (PUBCHEM 23615305 NIL |taltman| 3448034169 NIL NIL)	[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)	Ins(1,2,3,4,6)P5; D-myo-inositol (1,2,3,4,6)-pentakisphosphate; inositol (1,2,3,4,6)-pentakisphosphate	['-']
ATP	-	-	Purine-ribonucleosides-5-PPP	-	ATP	-	(C 10);(H 12);(N 5);(O 13);(P 3)	(REFMET ATP NIL |midford| 3701443689 NIL NIL); (BIGG atp NIL |kothari| 3661824225 NIL NIL); (CHEBI 15422 NIL |taltman| 3498180761 NIL NIL); (METABOLIGHTS MTBLC30616 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00538 NIL |kothari| 3608601728 NIL NIL); (BIGG 33477 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 4574455 NIL |kothari| 3563632023 NIL NIL); (CHEBI 30616 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5461108 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00002 NIL |kr| 3346617701 NIL NIL); (CAS 56-65-5)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]	adenylpyrophosphate; adenosine-triphosphate; adenosine-5'-triphosphate	['-']
MI-HEXAKISPHOSPHATE	-	-	Myo-inositol-polyphosphates	-	phytate	Ins(1,2,3,4,5,6)P<sub>6</sub>	(C 6);(H 6);(O 24);(P 6)	(REFMET Myo-inositol hexakisphosphate NIL |midford| 3701443689 NIL NIL); (BIGG minohp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC58130 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB03502 NIL |kothari| 3608602556 NIL NIL); (BIGG 37070 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 10618952 NIL |kothari| 3563631799 NIL NIL); (CHEBI 58130 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 21584050 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01204 NIL |kr| 3346617701 NIL NIL)	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP([O-])([O-])=O)1)	1D-myo-inositol 1,2,3,4,5,6-hexakisphosphate; phytic acid; phytate; myo-inositol hexakisphosphate; D-myo-Inositol 1,2,3,4,5,6-hexakisphosphate; myo-Inositol 1,2,3,4,5,6-hexakisphosphate; Inositol 1,2,3,4,5,6-hexakisphosphate; InsP6; 1D-myo-Inositol hexakisphosphate; IP6; inositol hexaphosphate	['-']
ADP	-	-	All-Nucleosides	-	ADP	-	(C 10);(H 12);(N 5);(O 10);(P 2)	(REFMET ADP NIL |midford| 3701443689 NIL NIL); (BIGG adp NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB01341 NIL |kothari| 3608602594 NIL NIL); (METABOLIGHTS MTBLC456216 NIL |kothari| 3608991478 NIL NIL); (CHEMSPIDER 5414423 NIL |kothari| 3563631944 NIL NIL); (BIGG 33496 NIL |kothari| 3584718837 NIL NIL); (CHEBI 456216 NIL |kothari| 3557077345 NIL NIL); (CHEBI 16761 NIL |ong| 3535724355 NIL NIL); (CHEBI 456216 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 7058055 NIL |taltman| 3451921010 NIL NIL); (PUBCHEM 6022 NIL |taltman| 3448034169 NIL NIL); (PUBCHEM 7058055 NIL |taltman| 3466375285 NIL NIL); (CAS 20398-34-9 NIL |kr| 3346617701 NIL NIL); (LIGAND-CPD C00008 NIL |kr| 3346617701 NIL NIL); (CAS 58-64-0)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OP(=O)([O-])[O-])([O-])=O	adenosine pyrophosphate; adenosine 5'-pyrophosphate; adenosine-5'-diphosphate; adenosine-diphosphate; adenosine-5-diphosphate	['-']
LINOLENIC_ACID	-	Fatty acyls	Long-Chain-234-Saturated-Fatty-Acids; Omega-3-Fatty-Acids	Non-esterified fatty acid	&alpha-linolenate	-	(C 18);(H 29);(O 2)	(REFMET Alpha-linolenic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC32387 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01388 NIL |kothari| 3608602335 NIL NIL); (CHEMSPIDER 4574388 NIL |kothari| 3563632025 NIL NIL); (|Wikipedia| Alpha-Linolenic_acid NIL |caspi| 3546278880 NIL NIL); (PUBCHEM 5461005 NIL |taltman| 3466375285 NIL NIL); (CHEBI 32387 NIL |taltman| 3452363358 NIL NIL); (LIGAND-CPD C06427 NIL |kr| 3410284649 NIL NIL); (CAS 463-40-1)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)[O-]	(9,12,15)-linolenic acid; linolenate; 9Z,12Z,15Z-octadecatrienoate; 9Z,12Z,15Z-octadecatrienoic acid; (9,12,15)-linolenate	['-']
CPD-8678	-	Fatty acyls	Hydroperoxy-octadecatrienoates	Non-esterified fatty acid	9(S)-HPOTE	-	(C 18);(H 29);(O 4)	(REFMET 9S-HpOTrE NIL |midford| 3701443689 NIL NIL); (PUBCHEM 49852426 NIL |kothari| 3641818093 NIL NIL); (CHEBI 60962 NIL |kothari| 3641835422 NIL NIL); (CHEBI 63239 NIL |kothari| 3619448394 NIL NIL); (CHEBI 60962 NIL |kothari| 3557079401 NIL NIL); (PUBCHEM 25244268 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C16321 NIL |taltman| 3459474374 NIL NIL)	CC\C=C/C\C=C/C=C/[C@H](CCCCCCCC([O-])=O)OO	9(S)-hydroperoxy-10(E),12(Z),15(Z)-octadecatrienoic acid; 9-HPOT; 9(S)-hydroperoxy-10(E),12(Z),15(Z)-octadecatrienoate	['-']
