ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-2187	-	Glycerolipids	Monogalactosyldiacylglycerols-34-1	Monohexosyldiacylglycerol	1-18:1-2-16:0-monogalactosyldiacylglycerol	18:1-16:0-MGDG	(C 43);(H 80);(O 10)	(ZINC ZINC000049889301 NIL |kothari| 3853422528 NIL NIL); (SEED cpd24372 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM9557 NIL |kothari| 3787514189 NIL NIL); (CHEBI 90507 NIL |kothari| 3716218713 NIL NIL); (PUBCHEM 44593354 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCCCCCCCCCCCC)=O)=O	18:1-16:0-MGDG; 1-(9Z-octadecenoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol	['-']
OXYGEN-MOLECULE	-	-	Inorganic-Compounds	-	dioxygen	O<sub>2</sub>	(O 2)	(SEED cpd00007 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM4 NIL |kothari| 3787514192 NIL NIL); (BIGG o2 NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC15379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01377 NIL |kothari| 3604149734 NIL NIL); (CHEMSPIDER 952 NIL |kothari| 3563632861 NIL NIL); (PUBCHEM 977 NIL |taltman| 3466375284 NIL NIL); (CHEBI 15379 NIL |taltman| 3452438148 NIL NIL); (LIGAND-CPD C00007 NIL |kr| 3346617701 NIL NIL); (CAS 7782-44-7)	O=O	oxygen molecule; molecular oxygen; oxygen	dioxygen
Reduced-ferredoxins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
PROTON	-	-	Monovalent-Inorganic-Cations; Subatomic-Particles	-	H+	-	(H 1)	(SEED cpd00067 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM1 NIL |kothari| 3787514192 NIL NIL); (BIGG h NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB59597 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 1010 NIL |kothari| 3563632849 NIL NIL); (PUBCHEM 1038 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15378 NIL |taltman| 3452438078 NIL NIL); (CAS 12408-02-5 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00080 NIL |kr| 3346617700 NIL NIL)	[H+]	hydrogen ion; proton; H	['-']
CPD-2188	-	Glycerolipids	Monogalactosyldiacylglycerols-34-2	Monohexosyldiacylglycerol	1-18:1-2-16:1-monogalactosyldiacylglycerol	18:1-16:1-MGDG	(C 43);(H 78);(O 10)	(ZINC ZINC000095661206 NIL |kothari| 3853422528 NIL NIL); (SEED cpd24373 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM7971 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 90658678 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O	18:1-16:1-MGDG; 1-(9Z-octadecenoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol,	['-']
WATER	-	-	Compounds	-	H2O	-	(H 2);(O 1)	(BIGG h2o NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC15377 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB02111 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 937 NIL |kothari| 3563632863 NIL NIL); (CHEBI 15377 NIL |taltman| 3452438148 NIL NIL); (PUBCHEM 962 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00001 NIL |kr| 3346617699 NIL NIL); (CAS 7732-18-5)	O	H2O; hydrogen oxide; water	['-']
Oxidized-ferredoxins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-12575	-	-	NDP-alpha-D-glucoses; NDP-glucoses; UDP-sugar	-	UDP-&alpha-D-glucose	-	(C 15);(H 22);(N 2);(O 17);(P 2)	(ZINC ZINC000008215472 NIL |kothari| 3853422021 NIL NIL); (CHEBI 58885 NIL |kothari| 3812304040 NIL NIL); (PUBCHEM 16667346 NIL |kothari| 3812300162 NIL NIL); (CAS 133-89-1); (KNAPSACK C00001514 NIL |achi1| 3445698173 NIL NIL); (HMDB HMDB00286 NIL |kothari| 3608640742 NIL NIL); (HMDB HMDB60079 NIL |kothari| 3787939156 NIL NIL); (METANETX MNXM722710 NIL |kothari| 3787514192 NIL NIL); (BIGG udpg NIL |kothari| 3661824226 NIL NIL); (LIGAND-CPD C00029 NIL |kr| 3618349505 NIL NIL); (CHEMSPIDER 10239191 NIL |kothari| 3563631831 NIL NIL)	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])	UDPG; UDP-glucose; UDP-D-glucose; UDP-&alpha-D-glucopyranose	Uridine 5'-(trihydrogen diphosphate) alpha-D-gucopyranosyl ester
CPD-4609	-	-	Adenine-Cytokinins	-	kinetin	-	(C 10);(H 9);(N 5);(O 1)	(ZINC ZINC000000001601 NIL |kothari| 3853422885 NIL NIL); (SEED cpd05188 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM12033 NIL |kothari| 3787514190 NIL NIL); (REFMET Kinetin NIL |midford| 3697479617 NIL NIL); (CHEBI 27407 NIL |kothari| 3641835422 NIL NIL); (HMDB HMDB12245 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 3698 NIL |kothari| 3563632795 NIL NIL); (PUBCHEM 3830 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C08272 NIL |kr| 3410284649 NIL NIL)	C1(\N=C(C2(N\C=N/C(\N=1)=2))\NCC3(\O\C=C/C=3))	['-']	['-']
CPD-4610	-	-	Adenine-Cytokinin-Glucosides	-	kinetin-7-N-glucoside	-	(C 16);(H 19);(N 5);(O 6)	(CHEBI 168567 NIL |kothari| 3853445537 NIL NIL); (ZINC ZINC000040165546 NIL |kothari| 3853422886 NIL NIL); (SEED cpd24520 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM18836 NIL |kothari| 3787514190 NIL NIL); (HMDB HMDB12243 NIL |kothari| 3608597114 NIL NIL); (PUBCHEM 25202817 NIL |taltman| 3466375284 NIL NIL)	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)N3(C4(C(/NCC2(\O\C=C/C=2))=N\C=N/C(\N=C/3)=4))))O	['-']	['-']
UDP	-	-	Pyrimidines	-	UDP	-	(C 9);(H 11);(N 2);(O 12);(P 2)	(ZINC ZINC000004490939 NIL |kothari| 3853426392 NIL NIL); (SEED cpd00014 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM17 NIL |kothari| 3787514191 NIL NIL); (REFMET UDP NIL |midford| 3701443689 NIL NIL); (BIGG udp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58223 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00295 NIL |kothari| 3608602966 NIL NIL); (CHEMSPIDER 16739715 NIL |kothari| 3563631820 NIL NIL); (PUBCHEM 20056717 NIL |taltman| 3451921010 NIL NIL); (CHEBI 58223 NIL |ong| 3523630741 NIL NIL); (KNAPSACK C00007313 NIL |achi1| 3445698173 NIL NIL); (LIGAND-CPD C00015 NIL |kr| 3346617699 NIL NIL); (CAS 58-98-0)	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)	uridine-diphosphate; uridine-5'-diphosphate	['-']
D-SEDOHEPTULOSE-1-7-P2	-	Sphingolipids	Sugar-bisphosphates	Long-chain base phosphate	D-sedoheptulose 1,7-bisphosphate	-	(C 7);(H 12);(O 13);(P 2)	(ZINC ZINC000003870279 NIL |kothari| 3853425329 NIL NIL); (SEED cpd00349 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM1294 NIL |kothari| 3787514192 NIL NIL); (REFMET Sedoheptulose 1,7-bisphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58335 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46878435 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC58335 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB60274 NIL |kothari| 3608602467 NIL NIL); (LIGAND-CPD C00447 NIL |kr| 3410284650 NIL NIL)	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O	sedoheptulose 1,7-bisphosphate; SBP	['-']
D-SEDOHEPTULOSE-7-P	-	-	Sugar-Phosphate	-	D-sedoheptulose 7-phosphate	-	(C 7);(H 13);(O 10);(P 1)	(ZINC ZINC000005132038 NIL |kothari| 3853425330 NIL NIL); (REACTOME-CPD 29882 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00238 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM271 NIL |kothari| 3786132371 NIL NIL); (REFMET Sedoheptulose 7-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG s7p NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57483 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01068 NIL |kothari| 3608640722 NIL NIL); (LIGAND-CPD C05382 NIL |kothari| 3536420098 NIL NIL); (CHEBI 57483 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 46878379 NIL |ong| 3523387880 NIL NIL); (CAS 2646-35-7)	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O	D-Sedoheptulose-7-P; heptulose 7-phosphate; sedoheptulose-7-P; sedo-heptulose-7-phosphate	D-altro-2-heptulose, 7-(dihydrogen phosphate)
Pi	-	-	Phosphates	-	phosphate	-	(H 1);(O 4);(P 1)	(REFMET Phosphoric acid NIL |midford| 3701443689 NIL NIL); (BIGG pi NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 3681305 NIL |kothari| 3619398602 NIL NIL); (CHEBI 43474 NIL |kothari| 3609163837 NIL NIL); (METABOLIGHTS MTBLC43474 NIL |kothari| 3609160995 NIL NIL); (HMDB HMDB00973 NIL |kothari| 3608597114 NIL NIL); (KNAPSACK C00007408 NIL |rleitao| 3434750086 NIL NIL); (CAS 14265-44-2)	[O-]P(=O)(O)[O-]	inorganic phosphate; phosphate-inorganic; Pi; orthophosphate; PO43-; HPO42-; HPO4-2; hydrogenphosphate	['-']
PALMITATE	-	Fatty acyls	Even-Straight-Chain-234-Sat-FA; Long-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	palmitate	hexadecanoate (n-C16:0)	(C 16);(H 31);(O 2)	(ZINC ZINC000006072466 NIL |kothari| 3853426000 NIL NIL); (SEED cpd00214 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM108 NIL |kothari| 3787514192 NIL NIL); (REFMET Palmitic acid NIL |midford| 3701443689 NIL NIL); (BIGG hdca NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC7896 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00220 NIL |kothari| 3594494375 NIL NIL); (CHEMSPIDER 440215 NIL |kothari| 3563631569 NIL NIL); (CHEBI 7896 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 504166 NIL |taltman| 3466375285 NIL NIL); (|Wikipedia| Palmitic_acid NIL |caspi| 3426256326 NIL NIL); (LIGAND-CPD C00249 NIL |keseler| 3342470915 NIL NIL); (CAS 57-10-3)	CCCCCCCCCCCCCCCC([O-])=O	hexadecanoate (n-C16:0); palmitic acid; hexadecanoate; hexadecanoic acid	['-']
CO-A	-	Fatty acyls	Cofactors	Acyl-Coenzyme A	coenzyme A	-	(C 21);(H 32);(N 7);(O 16);(P 3);(S 1)	(REFMET Coenzyme A NIL |midford| 3701443689 NIL NIL); (BIGG coa NIL |kothari| 3661824226 NIL NIL); (|Wikipedia| Coenzyme_a NIL |caspi| 3612121242 NIL NIL); (METABOLIGHTS MTBLC57287 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01423 NIL |kothari| 3608601855 NIL NIL); (CHEBI 57287 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25113190 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00007258 NIL |achi1| 3445698160 NIL NIL); (CAS 85-61-0); (LIGAND-CPD C00010 NIL |sreddy| 3298320400 NIL NIL)	CC(C)(COP([O-])(=O)OP(OC[C@H]3(O[C@@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))[C@H](O)[C@H](OP([O-])(=O)[O-])3))(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	CoA; Co-A-SH; HS-CoA	['-']
ATP	-	-	Purine-ribonucleosides-5-PPP	-	ATP	-	(C 10);(H 12);(N 5);(O 13);(P 3)	(ZINC ZINC000004261765 NIL |kothari| 3853420505 NIL NIL); (MEDIADB compounds/2/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00002 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM3 NIL |kothari| 3787514189 NIL NIL); (REFMET ATP NIL |midford| 3701443689 NIL NIL); (BIGG atp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30616 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00538 NIL |kothari| 3608601728 NIL NIL); (CHEMSPIDER 4574455 NIL |kothari| 3563632023 NIL NIL); (CHEBI 30616 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5461108 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00002 NIL |kr| 3346617701 NIL NIL); (CAS 56-65-5)	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)	adenylpyrophosphate; adenosine-triphosphate; adenosine-5'-triphosphate	['-']
PALMITYL-COA	-	Fatty acyls	Long-Chain-234-Saturated-acyl-CoAs	Acyl-Coenzyme A	palmitoyl-CoA	Palmitoyl-CoA (n-C16:0CoA); Palmitoyl-ACoA (n-C16:0ACoA)	(C 37);(H 62);(N 7);(O 17);(P 3);(S 1)	(REACTOME-CPD 5358339 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00134 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM88 NIL |kothari| 3787514194 NIL NIL); (REFMET Palmitoyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG pmtcoa NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01338 NIL |kothari| 3608601663 NIL NIL); (CHEBI 57379 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 45266605 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00154 NIL |kr| 3346617701 NIL NIL); (CAS 1763-10-6)	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	Palmitoyl-CoA (n-C16:0CoA); hexadecanoyl CoA; palmityl-CoA; palmitoyl coenzyme A; palmitoyl CoA	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	PPi; PP; pyrophosphate	['-']
AMP	-	-	Purine-ribonucleosides-5-P	-	AMP	-	(C 10);(H 12);(N 5);(O 7);(P 1)	(ZINC ZINC000003860156 NIL |kothari| 3853420486 NIL NIL); (REFMET AMP NIL |midford| 3701443689 NIL NIL); (BIGG amp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC456215 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00045 NIL |kothari| 3594494378 NIL NIL); (CHEMSPIDER 10239183 NIL |kothari| 3563631842 NIL NIL); (CHEBI 456215 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00020 NIL |kr| 3346617700 NIL NIL); (CAS 61-19-8); (NCI 20264)	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)	5'-AMP; adenosine-monophosphate; adenylic acid; adenosine 5'-phosphate; adenosine 5'-monophosphate; adenylate; 5'-adenylic acid; 5'-adenosine monophosphate; adenine ribotide	['-']
CPD-2189	-	Glycerolipids	Monogalactosyldiacylglycerols-34-4	Monohexosyldiacylglycerol	1-18:2-2-16:2-monogalactosyldiacylglycerol	18:2-16:2-MGDG	(C 43);(H 74);(O 10)	(ZINC ZINC000062233376 NIL |kothari| 3853422530 NIL NIL); (SEED cpd24374 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM6594 NIL |kothari| 3787514192 NIL NIL); (CHEBI 83006 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 86290020 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O	18:2-16:2-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8080	-	Glycerolipids	Monogalactosyldiacylglycerols-34-5	Monohexosyldiacylglycerol	1-18:2-2-16:3-monogalactosyldiacylglycerol	18:2-16:3-MGDG	(C 43);(H 72);(O 10)	(SEED cpd25031 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM7976 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 90657314 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:2-16:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
Alkanes	SUPER	-	Hydrocarbons	-	alkane	-	['-']	(SEED cpd11855 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM162290 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C01371 NIL |kothari| 3498919808 NIL NIL); (CHEBI 18310 NIL |dreher| 3427579103 NIL NIL)	C[R]	paraffin	['-']
Short-Chain-Alkanes	Alkanes	-	Alkanes	-	short-chain alkane	-	['-']	-	C[R]	['-']	['-']
Very-Long-Chain-Alkanes	Alkanes	-	Alkanes	-	very long-chain alkane	-	['-']	-	C(CCCCCCCCCCCCCCCCCCCCCC)[R]	['-']	['-']
Secondary-Alcohols	Alcohols	-	Alcohols	-	secondary alcohol	-	['-']	(METANETX MNXM1502 NIL |kothari| 3787514190 NIL NIL); (CHEBI 35681 NIL |caspi| 3546021653 NIL NIL); (LIGAND-CPD C00432 NIL |taltman| 3466371734 NIL NIL)	C([R1])C(O)C[R2]	['-']	['-']
D-Galactopyranuronate	SUPER	-	D-GALACTURONATE; Pyranuronates	-	D-galactopyranuronate	-	(C 6);(H 9);(O 7)	(SEED cpd00280 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM48464 NIL |kothari| 3787514191 NIL NIL); (CHEBI 4153 NIL |caspi| 3584902003 NIL NIL)	C([C@@H]1([C@@H]([C@@H]([C@H](C(O1)O)O)O)O))([O-])=O	D-galactopyranuronic acid	['-']
CPD-12523	D-Galactopyranuronate	-	D-Galactopyranuronate	-	&alpha-D-galacturonate	-	(C 6);(H 9);(O 7)	(ZINC ZINC000004228259 NIL |kothari| 3853421999 NIL NIL); (CHEBI 68837 NIL |kothari| 3824397868 NIL NIL); (SEED cpd23461 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM4445 NIL |kothari| 3787514191 NIL NIL); (CHEMSPIDER 10058219 NIL |kothari| 3563631867 NIL NIL); (PUBCHEM 11883891 NIL |ong| 3523387880 NIL NIL)	C([O-])(=O)[C@@H]1([C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)	&alpha-D-galacturonic acid	['-']
CPD-12524	D-Galactopyranuronate	-	D-Galactopyranuronate	-	&beta-D-galacturonate	-	(C 6);(H 9);(O 7)	(ZINC ZINC000004097542 NIL |kothari| 3853422000 NIL NIL); (SEED cpd05262 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM114564 NIL |kothari| 3787514194 NIL NIL); (LIGAND-CPD C08348 NIL |kothari| 3787329137 NIL NIL); (CHEBI 85312 NIL |kothari| 3641835422 NIL NIL); (CHEMSPIDER 5360184 NIL |kothari| 3563631956 NIL NIL); (PUBCHEM 6992022 NIL |ong| 3523387880 NIL NIL)	C([O-])(=O)[C@@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)	&beta-D-galacturonic acid	['-']
CPD-23305	D-Galactopyranuronate	-	D-Galactopyranuronate	-	6-O-methyl-&beta-D-galacturonate	-	(C 7);(H 12);(O 7)	(PUBCHEM 7195798 NIL |kothari| 3812300162 NIL NIL)	COC(=O)[C@@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)	6-O-methyl-&beta-D-galacturonic acid	['-']
CPD-15633	-	-	D-GALACTURONATE	-	aldehydo-D-galacturonate	-	(C 6);(H 9);(O 7)	(REFMET Galacturonic acid NIL |midford| 3701443689 NIL NIL); (PUBCHEM 1593918 NIL |kothari| 3619398530 NIL NIL); (CHEBI 12952 NIL |kothari| 3608052289 NIL NIL)	C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]	['-']	['-']
Red-NADPH-Hemoprotein-Reductases	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
16-HYDROXYPALMITATE	-	Fatty acyls	Omega-Hydroxy-long-Chain-Fatty-Acid	Non-esterified fatty acid	16-hydroxypalmitate	-	(C 16);(H 31);(O 3)	(ZINC ZINC000003861297 NIL |kothari| 3853420025 NIL NIL); (SEED cpd19486 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM2459 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C18218 NIL |kothari| 3787329138 NIL NIL); (REFMET Juniperic acid NIL |midford| 3701443689 NIL NIL); (HMDB HMDB06294 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 5414440 NIL |kothari| 3563631944 NIL NIL); (CHEBI 55329 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 7058075 NIL |taltman| 3466375284 NIL NIL)	C(CCCCCCCCCCCCCCC([O-])=O)O	16-hydroxy-hexadecanoate; &omega-hydroxy-hexadecanoate; &omega-hydroxy-palmitate; juniperate; 16-hydroxy-hexadecanoic acid	['-']
Ox-NADPH-Hemoprotein-Reductases	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-OXODODECANOATE	-	-	CPD-12642	-	3-oxo-dodecanoate	-	(C 12);(H 21);(O 3)	(ZINC ZINC000001529423 NIL |kothari| 3853420232 NIL NIL); (SEED cpd01581 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM3172 NIL |kothari| 3787514194 NIL NIL); (REFMET 3-Oxododecanoic acid NIL |midford| 3701443689 NIL NIL); (HMDB HMDB10727 NIL |kothari| 3608601638 NIL NIL); (CHEMSPIDER 4573893 NIL |kothari| 3563632034 NIL NIL); (PUBCHEM 5460320 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29743 NIL |taltman| 3452363587 NIL NIL); (LIGAND-CPD C02367 NIL |kr| 3410284650 NIL NIL)	CCCCCCCCCC(CC([O-])=O)=O	3-oxododecanoic acid	['-']
CARBON-DIOXIDE	-	-	Compounds	-	CO2	-	(C 1);(O 2)	(SEED cpd00011 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM13 NIL |kothari| 3787514191 NIL NIL); (BIGG co2 NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16526 NIL |kothari| 3608991478 NIL NIL); (LIGAND-CPD C00011 NIL |pkarp| 3605739479 NIL NIL); (HMDB HMDB01967 NIL |kothari| 3604149739 NIL NIL); (UM-BBD-CPD c0131 NIL |kothari| 3594389386 NIL NIL); (CHEMSPIDER 274 NIL |kothari| 3563632945 NIL NIL); (CHEBI 16526 NIL |taltman| 3452363277 NIL NIL); (PUBCHEM 280 NIL |taltman| 3448034169 NIL NIL); (CAS 124-38-9)	C(=O)=O	carbonic anhydride; carbonic acid gas; carbon dioxide	['-']
2-UNDECANONE	-	-	Compounds	-	2-undecanone	-	(C 11);(H 22);(O 1)	(ZINC ZINC000001529305 NIL |kothari| 3853420158 NIL NIL); (SEED cpd01290 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM4865 NIL |kothari| 3787514190 NIL NIL); (METABOLIGHTS MTBLC17700 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB33713 NIL |kothari| 3604149755 NIL NIL); (LIPID_MAPS LMFA12000002 NIL |kothari| 3594492025 NIL NIL); (DRUGBANK DB08688 NIL |kothari| 3594430408 NIL NIL); (CHEMSPIDER 7871 NIL |kothari| 3563632609 NIL NIL); (PUBCHEM 8163 NIL |taltman| 3466375284 NIL NIL); (CHEBI 17700 NIL |taltman| 3452363467 NIL NIL); (LIGAND-CPD C01875 NIL |kr| 3410284649 NIL NIL); (NCI 4028); (CAS 112-12-9)	CCCCCCCCCC(=O)C	['-']	['-']
