ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
METOH	-	-	Short-Chain-Alcohols	-	methanol	MeOH	(C 1);(H 4);(O 1)	(REFMET Methanol NIL |midford| 3697479617 NIL NIL); (METABOLIGHTS MTBLC17790 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01875 NIL |kothari| 3594494360 NIL NIL); (CHEMSPIDER 864 NIL |kothari| 3563632880 NIL NIL); (CHEBI 17790 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 887 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00132 NIL |kr| 3410284650 NIL NIL); (CAS 67-56-1)	CO	MetOH; carbinol; MeOH; methyl alcohol; wood alcohol; CH3OH	['-']
CPD-12161	-	-	Steroids	-	24-alkyl sterol 2	-	(C 28);(H 46);(O 2)	(PUBCHEM 46173432 NIL |taltman| 3497976212 NIL NIL)	C=C(C)CC(O)CCC(C)C1(C2(C)(C(CC1)C3(\CCC4(C(C)(C(\CC2)=3)CCC(O)C4))))	['-']	['-']
ADENOSYL-HOMO-CYS	-	-	Modified-Amino-Acids	-	S-adenosyl-L-homocysteine	SAH	(C 14);(H 20);(N 6);(O 5);(S 1)	(REFMET S-Adenosylhomocysteine NIL |midford| 3697479617 NIL NIL); (PUBCHEM 25246222 NIL |kothari| 3641818093 NIL NIL); (BIGG ahcys NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57856 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00939 NIL |kothari| 3608597114 NIL NIL); (BIGG 33543 NIL |kothari| 3584718837 NIL NIL); (PUBCHEM 50986259 NIL |ong| 3523387880 NIL NIL); (CHEBI 57856 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C00021 NIL |kr| 3346617699 NIL NIL); (CAS 979-92-0)	C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+]	S-adenosylhomocysteine; S-adenosyl-L-homocysteine; 2-S-adenosyl-L-homocysteine; AdoHcy; 2-S-adenosyl-L-homocysteine; S-adenosyl-homocysteine; S-adenosylhomocysteine; adenosyl-homo-cys; adenosylhomocysteine; adenosylhomo-cys; SAH	['-']
METHYL-GROUP	-	-	Cobamide-Upper-Ligands; Simple-Groups	-	methyl group	methyl	(C 1);(H 4)	-	C	methyl group; CH3	['-']
PALMITATE	-	Fatty acyls	Even-Straight-Chain-234-Sat-FA; Long-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	palmitate	hexadecanoate (n-C16:0)	(C 16);(H 31);(O 2)	(REFMET Palmitic acid NIL |midford| 3701443689 NIL NIL); (BIGG hdca NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC7896 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00220 NIL |kothari| 3594494375 NIL NIL); (BIGG 34386 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 440215 NIL |kothari| 3563631569 NIL NIL); (CHEBI 7896 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 504166 NIL |taltman| 3466375285 NIL NIL); (|Wikipedia| Palmitic_acid NIL |caspi| 3426256326 NIL NIL); (LIGAND-CPD C00249 NIL |keseler| 3342470915 NIL NIL); (CAS 57-10-3)	CCCCCCCCCCCCCCCC([O-])=O	hexadecanoate (n-C16:0); palmitic acid; hexadecanoate; hexadecanoic acid	['-']
CO-A	-	Fatty acyls	Cofactors	Acyl-Coenzyme A	coenzyme A	-	(C 21);(H 32);(N 7);(O 16);(P 3);(S 1)	(REFMET Coenzyme A NIL |midford| 3701443689 NIL NIL); (BIGG coa NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 25113190 NIL |taltman| 3451921010 NIL NIL); (|Wikipedia| Coenzyme_a NIL |caspi| 3612121242 NIL NIL); (METABOLIGHTS MTBLC57287 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01423 NIL |kothari| 3608601855 NIL NIL); (BIGG 33502 NIL |kothari| 3584718837 NIL NIL); (CHEBI 57287 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25113190 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00007258 NIL |achi1| 3445698160 NIL NIL); (CAS 85-61-0); (LIGAND-CPD C00010 NIL |sreddy| 3298320400 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	CoA; co-A-SH; co-enzyme-A; co-A; HS-CoA	['-']
ATP	-	-	Purine-ribonucleosides-5-PPP	-	ATP	-	(C 10);(H 12);(N 5);(O 13);(P 3)	(REFMET ATP NIL |midford| 3701443689 NIL NIL); (BIGG atp NIL |kothari| 3661824225 NIL NIL); (CHEBI 15422 NIL |taltman| 3498180761 NIL NIL); (METABOLIGHTS MTBLC30616 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00538 NIL |kothari| 3608601728 NIL NIL); (BIGG 33477 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 4574455 NIL |kothari| 3563632023 NIL NIL); (CHEBI 30616 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5461108 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00002 NIL |kr| 3346617701 NIL NIL); (CAS 56-65-5)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]	adenylpyrophosphate; adenosine-triphosphate; adenosine-5'-triphosphate	['-']
PALMITYL-COA	-	Fatty acyls	Long-Chain-234-Saturated-acyl-CoAs	Acyl-Coenzyme A	palmitoyl-CoA	Palmitoyl-CoA (n-C16:0CoA); Palmitoyl-ACoA (n-C16:0ACoA)	(C 37);(H 62);(N 7);(O 17);(P 3);(S 1)	(REFMET Palmitoyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG pmtcoa NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01338 NIL |kothari| 3608601663 NIL NIL); (BIGG 34063 NIL |kothari| 3584718837 NIL NIL); (CHEBI 57379 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 45266605 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00154 NIL |kr| 3346617701 NIL NIL); (CAS 1763-10-6)	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	Palmitoyl-CoA (n-C16:0CoA); hexadecanoyl CoA; palmityl-CoA; palmitoyl coenzyme A; palmitoyl CoA	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3577646961 NIL NIL); (CHEBI 45212 NIL |kothari| 3557073424 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (BIGG 33511 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	diphosphate; PPi; PP; pyrophosphate	['-']
AMP	-	-	Purine-ribonucleosides-5-P	-	AMP	-	(C 10);(H 12);(N 5);(O 7);(P 1)	(REFMET AMP NIL |midford| 3701443689 NIL NIL); (BIGG amp NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3451921010 NIL NIL); (METABOLIGHTS MTBLC456215 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00045 NIL |kothari| 3594494378 NIL NIL); (BIGG 33534 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 10239183 NIL |kothari| 3563631842 NIL NIL); (CHEBI 456215 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00020 NIL |kr| 3346617700 NIL NIL); (CAS 61-19-8); (NCI 20264)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O	AMP; adenosine-phosphate; 5'-AMP; adenosine-monophosphate; adenylic acid; adenosine-5'-phosphate; adenosine 5'-monophosphate; adenylate; 5'-adenylic acid; 5'-adenosine monophosphate; adenosine 5'-phosphate	['-']
D-SEDOHEPTULOSE-1-7-P2	-	Sphingolipids	Sugar-bisphosphates	Long-chain base phosphate	D-sedoheptulose 1,7-bisphosphate	-	(C 7);(H 12);(O 13);(P 2)	(REFMET Sedoheptulose 1,7-bisphosphate NIL |midford| 3701443689 NIL NIL); (PUBCHEM 46878435 NIL |kothari| 3641818093 NIL NIL); (CHEBI 58335 NIL |kothari| 3641835422 NIL NIL); (METABOLIGHTS MTBLC58335 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB60274 NIL |kothari| 3608602467 NIL NIL); (CHEBI 9081 NIL |kothari| 3594051140 NIL NIL); (PUBCHEM 25244771 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00447 NIL |kr| 3410284650 NIL NIL)	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O	sedoheptulose 1,7-bisphosphate; D-sedoheptulose-1,7-diphosphate; D-sedoheptulose-1,7-P2; SBP	['-']
D-SEDOHEPTULOSE-7-P	-	-	Sugar-Phosphate	-	D-sedoheptulose 7-phosphate	-	(C 7);(H 13);(O 10);(P 1)	(REFMET Sedoheptulose 7-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG s7p NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57483 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01068 NIL |kothari| 3608640722 NIL NIL); (BIGG 34485 NIL |kothari| 3584718837 NIL NIL); (LIGAND-CPD C05382 NIL |kothari| 3536420098 NIL NIL); (CHEBI 57483 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 46878379 NIL |ong| 3523387880 NIL NIL); (CAS 2646-35-7)	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O	D-Sedoheptulose-7-P; heptulose 7-phosphate; sedoheptulose-7-P; sedo-heptulose-7-phosphate	D-altro-2-heptulose, 7-(dihydrogen phosphate)
Pi	-	-	Phosphates	-	phosphate	-	(H 1);(O 4);(P 1)	(REFMET Phosphoric acid NIL |midford| 3701443689 NIL NIL); (BIGG pi NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 3681305 NIL |kothari| 3619398602 NIL NIL); (CHEBI 43474 NIL |kothari| 3609163837 NIL NIL); (METABOLIGHTS MTBLC43474 NIL |kothari| 3609160995 NIL NIL); (HMDB HMDB00973 NIL |kothari| 3608597114 NIL NIL); (BIGG 33499 NIL |kothari| 3584718837 NIL NIL); (KNAPSACK C00007408 NIL |rleitao| 3434750086 NIL NIL); (LIGAND-CPD C00009 NIL |kr| 3346617699 NIL NIL); (CAS 14265-44-2)	[O-]P(=O)(O)[O-]	inorganic phosphate; phosphate-inorganic; Pi; orthophosphate; PO43-; HPO42-; HPO4-2	['-']
CPD-12575	-	-	NDP-alpha-D-glucoses; NDP-glucoses; UDP-sugar	-	UDP-&alpha-D-glucose	-	(C 15);(H 22);(N 2);(O 17);(P 2)	(BIGG udpg NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 16667346 NIL |ong| 3523387880 NIL NIL); (BIGG 33576 NIL |kr| 3618349750 NIL NIL); (LIGAND-CPD C00029 NIL |kr| 3618349505 NIL NIL); (PUBCHEM 16667346 NIL |kothari| 3599486668 NIL NIL); (CHEMSPIDER 10239191 NIL |kothari| 3563631831 NIL NIL); (CHEBI 58885 NIL |ong| 3523630741 NIL NIL)	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O)	UDPG; UDP-glucose; UDP-D-glucose	['-']
CPD-4609	-	-	Adenine-Cytokinins	-	kinetin	-	(C 10);(H 9);(N 5);(O 1)	(REFMET Kinetin NIL |midford| 3697479617 NIL NIL); (CHEBI 27407 NIL |kothari| 3641835422 NIL NIL); (HMDB HMDB12245 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 3698 NIL |kothari| 3563632795 NIL NIL); (CHEBI 485066 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 3830 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C08272 NIL |kr| 3410284649 NIL NIL)	C1(\N=C(C2(N\C=N/C(\N=1)=2))\NCC3(\O\C=C/C=3))	['-']	['-']
CPD-4610	-	-	Adenine-Cytokinin-Glucosides	-	kinetin-7-N-glucoside	-	(C 16);(H 19);(N 5);(O 6)	(HMDB HMDB12243 NIL |kothari| 3608597114 NIL NIL); (PUBCHEM 25202817 NIL |taltman| 3466375284 NIL NIL)	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)N3(C4(C(/NCC2(\O\C=C/C=2))=N\C=N/C(\N=C/3)=4))))O	['-']	['-']
UDP	-	-	Pyrimidines	-	UDP	-	(C 9);(H 11);(N 2);(O 12);(P 2)	(REFMET UDP NIL |midford| 3701443689 NIL NIL); (BIGG udp NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 20056717 NIL |taltman| 3466375284 NIL NIL); (METABOLIGHTS MTBLC58223 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00295 NIL |kothari| 3608602966 NIL NIL); (BIGG 33518 NIL |kothari| 3584718837 NIL NIL); (CHEMSPIDER 16739715 NIL |kothari| 3563631820 NIL NIL); (PUBCHEM 20056717 NIL |taltman| 3451921010 NIL NIL); (CHEBI 58223 NIL |ong| 3523630741 NIL NIL); (KNAPSACK C00007313 NIL |achi1| 3445698173 NIL NIL); (LIGAND-CPD C00015 NIL |kr| 3346617699 NIL NIL); (CAS 58-98-0)	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2))	UDP; uridine-diphosphate; uridine-5'-diphosphate	['-']
CPD-2189	-	Glycerolipids	Monogalactosyldiacylglycerols-34-4	Monohexosyldiacylglycerol	1-18:2-2-16:2-monogalactosyldiacylglycerol	18:2-16:2-MGDG	(C 43);(H 74);(O 10)	(PUBCHEM 25245726 NIL |taltman| 3466375284 NIL NIL); (CHEBI 83006 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 86290020 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O	18:2-16:2-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8080	-	Glycerolipids	Monogalactosyldiacylglycerols-34-5	Monohexosyldiacylglycerol	1-18:2-2-16:3-monogalactosyldiacylglycerol	18:2-16:3-MGDG	(C 43);(H 72);(O 10)	(PUBCHEM 90657314 NIL |kothari| 3641818093 NIL NIL); (PUBCHEM 25244323 NIL |taltman| 3466375284 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:2-16:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
LINOLENIC_ACID	-	Fatty acyls	Long-Chain-234-Saturated-Fatty-Acids; Omega-3-Fatty-Acids	Non-esterified fatty acid	&alpha-linolenate	-	(C 18);(H 29);(O 2)	(REFMET Alpha-linolenic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC32387 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01388 NIL |kothari| 3608602335 NIL NIL); (CHEMSPIDER 4574388 NIL |kothari| 3563632025 NIL NIL); (|Wikipedia| Alpha-Linolenic_acid NIL |caspi| 3546278880 NIL NIL); (PUBCHEM 5461005 NIL |taltman| 3466375285 NIL NIL); (CHEBI 32387 NIL |taltman| 3452363358 NIL NIL); (LIGAND-CPD C06427 NIL |kr| 3410284649 NIL NIL); (CAS 463-40-1)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)[O-]	(9,12,15)-linolenic acid; linolenate; 9Z,12Z,15Z-octadecatrienoate; 9Z,12Z,15Z-octadecatrienoic acid; (9,12,15)-linolenate	['-']
CPD-8678	-	Fatty acyls	Hydroperoxy-octadecatrienoates	Non-esterified fatty acid	9(S)-HPOTE	-	(C 18);(H 29);(O 4)	(REFMET 9S-HpOTrE NIL |midford| 3701443689 NIL NIL); (PUBCHEM 49852426 NIL |kothari| 3641818093 NIL NIL); (CHEBI 60962 NIL |kothari| 3641835422 NIL NIL); (CHEBI 63239 NIL |kothari| 3619448394 NIL NIL); (CHEBI 60962 NIL |kothari| 3557079401 NIL NIL); (PUBCHEM 25244268 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C16321 NIL |taltman| 3459474374 NIL NIL)	CC\C=C/C\C=C/C=C/[C@H](CCCCCCCC([O-])=O)OO	9(S)-hydroperoxy-10(E),12(Z),15(Z)-octadecatrienoic acid; 9-HPOT; 9(S)-hydroperoxy-10(E),12(Z),15(Z)-octadecatrienoate	['-']
CPD-12581	-	-	CPD-20305; Polyisoprenoids; Amino-Acid-Derivatives	-	S-(2E,6E)-farnesyl-L-cysteine	-	(C 18);(H 31);(N 1);(O 2);(S 1)	(HMDB HMDB11627 NIL |kothari| 3608597114 NIL NIL); (CHEBI 62141 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46926172 NIL |ong| 3523387880 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CSC[C@H]([NH3+])C(=O)[O-]	S-farnesylcysteine; L-Cysteine, S-(3,7,11-trimethyl-2,6,10-dodecatrienyl)-, (E,E)-; S-all-trans-farnesyl cysteine; S-trans, trans-farnesylcysteine; 2-trans-6- trans-farnesylcysteine; S-all-trans-farnesylcysteine	['-']
2-TRANS6-TRANS-FARNESAL	-	-	CPD-20303; Aldehydes	-	(2E,6E)-farnesal	-	(C 15);(H 24);(O 1)	(REFMET (2-trans,6-trans)-farnesal NIL |midford| 3697479617 NIL NIL); (HMDB HMDB60356 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 4444210 NIL |kothari| 3563632130 NIL NIL); (PUBCHEM 5280598 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C03461 NIL |taltman| 3452530457 NIL NIL); (CHEBI 15894 NIL |taltman| 3452438197 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=O	(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal; (2-trans,6-trans)-3,7,11-trimethyldodeca-2,6,10-trienal; (2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienal; E,E-farnesal; 2-trans-6-trans-farnesal	['-']
CYS	-	-	Amino-Acids-20; L-Amino-Acids; Non-polar-amino-acids; Uncharged-polar-amino-acids	-	L-cysteine	cys	(C 3);(H 7);(N 1);(O 2);(S 1)	(REFMET Cysteine NIL |midford| 3697479617 NIL NIL); (BIGG cys__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC35235 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00574 NIL |kothari| 3608597114 NIL NIL); (BIGG 33843 NIL |kothari| 3584718837 NIL NIL); (CHEBI 35235 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6419722 NIL |ong| 3523387880 NIL NIL); (KNAPSACK C00001351 NIL |achi1| 3445698165 NIL NIL); (CAS 4371-52-2); (LIGAND-CPD C00097 NIL |kr| 3346617701 NIL NIL); (CAS 52-90-4)	C(S)[C@@H](C(=O)[O-])[NH3+]	C; carbocysteine; cysteine; Cys; L-cys	['-']
