ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
1-Linoleoyl-2-Acyl-Glycerol-P	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	1-linoleoyl-2-acyl-sn-glycerol 3-phosphate	-	['-']	-	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)[R])COP([O-])(=O)[O-]	['-']	['-']
Phosphatidates-34-2	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-34:2	phosphatidic acid-34:2; PA-34:2; PA34:2	['-']	-	['-']	phosphatidic acid-34:2; PA-34:2; PA34:2	['-']
Phosphatidates-36-3	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-36:3	phosphatidic acid-36:3; PA-36:3; PA36:3	['-']	-	['-']	phosphatidic acid-36:3; PA-36:3; PA36:3	['-']
Phosphatidates-36-5	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-36:5	phosphatidic acid-36:5; PA-36:5; PA36:5	['-']	-	['-']	phosphatidic acid-36:5; PA-36:5; PA36:5	['-']
2-Stearoyl-L-Phosphatidate	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE; Stearoyl-lipid	Phosphatidic acid	1-acyl-2-stearoyl-sn-glycerol 3-phosphate	-	['-']	-	CCCCCCCCCCCCCCCCCC(=O)O[C@@H](COP(=O)([O-])[O-])COC(=O)[R]	['-']	['-']
1-Acyl-2-Arachidonoyl-Glycerol-P	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	1-acyl-2-arachidonoyl-sn-glycerol 3-phosphate	-	['-']	-	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H](COC([R])=O)COP([O-])(=O)[O-]	2-arachidonoyl-PA	['-']
Phosphatidates-34-1	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-34:1	phosphatidic acid-34:1; PA-34:1; PA34:1	['-']	-	['-']	phosphatidic acid-34:1; PA-34:1; PA34:1	['-']
Phosphatidates-36-6	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-36:6	phosphatidic acid-36:6; PA-36:6; PA36:6	['-']	-	['-']	phosphatidic acid-36:6; PA-36:6; PA36:6	['-']
Phosphatidates-34-6	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-34:6	phosphatidic acid-34:6; PA-34:6; PA34:6	['-']	-	['-']	phosphatidic acid-34:6; PA-34:6; PA34:6	['-']
1-Stearoyl-2-Acyl-Glycerol-P	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	1-stearoyl-2-acyl-sn-glycerol 3-phosphate	-	['-']	-	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)[R])COP([O-])(=O)[O-]	['-']	['-']
1-Oleoyl-2-Acyl-Glycerol-P	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	1-oleoyl-2-acyl-sn-glycerol 3-phosphate	-	['-']	-	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)[R])COP([O-])(=O)[O-]	['-']	['-']
Phosphatidates-36-4	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	phosphatidate-36:4	phosphatidic acid-36:4; PA-36:4; PA36:4	['-']	-	['-']	phosphatidic acid-36:4; PA-36:4; PA36:4	['-']
1-Arachidonoyl-2-Acyl-Glycerol-P	L-PHOSPHATIDATE	Glycerophospholipids	L-PHOSPHATIDATE	Phosphatidic acid	1-arachidonoyl-2-acyl-sn-glycerol 3-phosphate	-	['-']	-	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](OC(=O)[R])COP([O-])(=O)[O-]	['-']	['-']
CO-A	-	Fatty acyls	Cofactors	Acyl-Coenzyme A	coenzyme A	-	(C 21);(H 32);(N 7);(O 16);(P 3);(S 1)	(BIGG 33502 NIL |kothari| 3584718837 NIL NIL); (REFMET Coenzyme A NIL |midford| 3701443689 NIL NIL); (BIGG coa NIL |kothari| 3661824226 NIL NIL); (|Wikipedia| Coenzyme_a NIL |caspi| 3612121242 NIL NIL); (METABOLIGHTS MTBLC57287 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01423 NIL |kothari| 3608601855 NIL NIL); (CHEBI 57287 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25113190 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00007258 NIL |achi1| 3445698160 NIL NIL); (CAS 85-61-0); (LIGAND-CPD C00010 NIL |sreddy| 3298320400 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	CoA; co-A-SH; co-enzyme-A; co-A; HS-CoA	['-']
S-ADENOSYLMETHIONINE	-	-	Amino-Acid-Derivatives	-	S-adenosyl-L-methionine	SAM	(C 15);(H 23);(N 6);(O 5);(S 1)	(CHEBI 33442 NIL |caspi| 3716224426 NIL NIL); (BIGG 33530 NIL |kothari| 3584718837 NIL NIL); (REFMET S-adenosyl-L-methioninate NIL |midford| 3701443689 NIL NIL); (BIGG amet NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 24762165 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC59789 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01185 NIL |kothari| 3608597114 NIL NIL); (CHEBI 59789 NIL |caspi| 3501080055 NIL NIL); (LIGAND-CPD C00019 NIL |kr| 3346617700 NIL NIL); (CAS 29908-03-0)	C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+]	(S)-S-adenosyl-L-methionine; AdoMet; SAM; 2-S-adenosyl-L-methionine; S-adenosyl-methionine; adenosylmethionine; S-adenosylmethionine	['-']
Diacylglycerolhomoserines	-	-	Glycerides	-	diacylglycerolhomoserine	-	['-']	-	C(OCC[C@H]([NH3+])C([O-])=O)[C@H](OC(=O)[R2])COC(=O)[R1]	DGHS	['-']
Diacylglycerol-NNN-trimethylhomoserines	-	-	Diacyl-sn-Glycerols	-	diacylglyceryl-N,N,N-trimethyl-L-homoserine	-	['-']	(LIGAND-CPD C18169 NIL |kothari| 3535124255 NIL NIL)	C[N+](C)(C)[C@@H](CCOC[C@H](OC(=O)[R2])COC(=O)[R1])C([O-])=O	DGTS	['-']
ADENOSYL-HOMO-CYS	-	-	Modified-Amino-Acids	-	S-adenosyl-L-homocysteine	SAH	(C 14);(H 20);(N 6);(O 5);(S 1)	(BIGG 33543 NIL |kothari| 3584718837 NIL NIL); (REFMET S-Adenosylhomocysteine NIL |midford| 3697479617 NIL NIL); (BIGG ahcys NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 25246222 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC57856 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00939 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57856 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C00021 NIL |kr| 3346617699 NIL NIL); (CAS 979-92-0)	C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+]	SAH; S-adenosylhomocysteine; 2-S-adenosyl-L-homocysteine; AdoHcy; 2-S-adenosyl-L-homocysteine; S-adenosyl-homocysteine; S-adenosylhomocysteine; adenosyl-homo-cys; adenosylhomocysteine; adenosylhomo-cys	['-']
PROTON	-	-	Monovalent-Inorganic-Cations; Subatomic-Particles	-	H+	-	(H 1)	(BIGG 33778 NIL |kothari| 3584718837 NIL NIL); (BIGG h NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB59597 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 1010 NIL |kothari| 3563632849 NIL NIL); (PUBCHEM 1038 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15378 NIL |taltman| 3452438078 NIL NIL); (CAS 12408-02-5 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00080 NIL |kr| 3346617700 NIL NIL)	[H+]	hydrogen ion; proton; H	['-']
PALMITATE	-	Fatty acyls	Even-Straight-Chain-234-Sat-FA; Long-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	palmitate	hexadecanoate (n-C16:0)	(C 16);(H 31);(O 2)	(REFMET Palmitic acid NIL |midford| 3701443689 NIL NIL); (BIGG hdca NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC7896 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00220 NIL |kothari| 3594494375 NIL NIL); (CHEMSPIDER 440215 NIL |kothari| 3563631569 NIL NIL); (CHEBI 7896 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 504166 NIL |taltman| 3466375285 NIL NIL); (|Wikipedia| Palmitic_acid NIL |caspi| 3426256326 NIL NIL); (LIGAND-CPD C00249 NIL |keseler| 3342470915 NIL NIL); (CAS 57-10-3)	CCCCCCCCCCCCCCCC([O-])=O	hexadecanoate (n-C16:0); palmitic acid; hexadecanoate; hexadecanoic acid	['-']
ATP	-	-	Purine-ribonucleosides-5-PPP	-	ATP	-	(C 10);(H 12);(N 5);(O 13);(P 3)	(REFMET ATP NIL |midford| 3701443689 NIL NIL); (BIGG atp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30616 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00538 NIL |kothari| 3608601728 NIL NIL); (CHEMSPIDER 4574455 NIL |kothari| 3563632023 NIL NIL); (CHEBI 30616 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5461108 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00002 NIL |kr| 3346617701 NIL NIL); (CAS 56-65-5)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-]	adenylpyrophosphate; adenosine-triphosphate; adenosine-5'-triphosphate	['-']
PALMITYL-COA	-	Fatty acyls	Long-Chain-234-Saturated-acyl-CoAs	Acyl-Coenzyme A	palmitoyl-CoA	Palmitoyl-CoA (n-C16:0CoA); Palmitoyl-ACoA (n-C16:0ACoA)	(C 37);(H 62);(N 7);(O 17);(P 3);(S 1)	(REFMET Palmitoyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG pmtcoa NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01338 NIL |kothari| 3608601663 NIL NIL); (CHEBI 57379 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 45266605 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00154 NIL |kr| 3346617701 NIL NIL); (CAS 1763-10-6)	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	Palmitoyl-CoA (n-C16:0CoA); hexadecanoyl CoA; palmityl-CoA; palmitoyl coenzyme A; palmitoyl CoA	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG 33511 NIL |kothari| 3584718837 NIL NIL); (BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	PPi; PP; pyrophosphate	['-']
AMP	-	-	Purine-ribonucleosides-5-P	-	AMP	-	(C 10);(H 12);(N 5);(O 7);(P 1)	(REFMET AMP NIL |midford| 3701443689 NIL NIL); (BIGG amp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC456215 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00045 NIL |kothari| 3594494378 NIL NIL); (CHEMSPIDER 10239183 NIL |kothari| 3563631842 NIL NIL); (CHEBI 456215 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00020 NIL |kr| 3346617700 NIL NIL); (CAS 61-19-8); (NCI 20264)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O	5'-AMP; adenosine-monophosphate; adenylic acid; adenosine 5'-phosphate; adenosine 5'-monophosphate; adenylate; 5'-adenylic acid; 5'-adenosine monophosphate	['-']
CPD-14278	SUPER	Fatty acyls	Very-Long-Chain-3-Hydroxyacyl-CoAs	Acyl-Coenzyme A	(3R)-3-hydroxycerotoyl-CoA	-	(C 47);(H 82);(N 7);(O 18);(P 3);(S 1)	(PUBCHEM 72193759 NIL |kothari| 3619400336 NIL NIL); (CHEBI 76378 NIL |kothari| 3604102813 NIL NIL)	CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	['-']	['-']
CPD-14283	SUPER	Fatty acyls	Very-Long-Chain-Trans-23-Dehydroacyl-CoA	Acyl-Coenzyme A	trans-cerot-2-enoyl-CoA	-	(C 47);(H 80);(N 7);(O 17);(P 3);(S 1)	(REFMET 2E-hexacosenoyl-CoA NIL |midford| 3701443689 NIL NIL); (PUBCHEM 71581195 NIL |kothari| 3619400312 NIL NIL); (CHEBI 74281 NIL |kothari| 3608052289 NIL NIL)	CCCCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	trans-2,3-dihydro-cerotenoyl-CoA; (2E)-cerotenoyl-CoA	['-']
WATER	-	-	Compounds	-	H2O	-	(H 2);(O 1)	(BIGG 33474 NIL |kothari| 3584718837 NIL NIL); (BIGG h2o NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC15377 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB02111 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 937 NIL |kothari| 3563632863 NIL NIL); (CHEBI 15377 NIL |taltman| 3452438148 NIL NIL); (PUBCHEM 962 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00001 NIL |kr| 3346617699 NIL NIL); (CAS 7732-18-5)	O	H2O; hydrogen oxide; water	['-']
Beta-hydroxydecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Trans-D2-decenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
R-3-hydroxydodecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Dodec-2-enoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
ACETYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
MALONYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Acetoacetyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CARBON-DIOXIDE	-	-	Compounds	-	CO2	-	(C 1);(O 2)	(BIGG 33506 NIL |kothari| 3584718837 NIL NIL); (BIGG co2 NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16526 NIL |kothari| 3608991478 NIL NIL); (LIGAND-CPD C00011 NIL |pkarp| 3605739479 NIL NIL); (HMDB HMDB01967 NIL |kothari| 3604149739 NIL NIL); (UM-BBD-CPD c0131 NIL |kothari| 3594389386 NIL NIL); (CHEMSPIDER 274 NIL |kothari| 3563632945 NIL NIL); (CHEBI 16526 NIL |taltman| 3452363277 NIL NIL); (PUBCHEM 280 NIL |taltman| 3448034169 NIL NIL); (CAS 124-38-9)	C(=O)=O	carbonic anhydride; carbonic acid gas; carbon dioxide	['-']
Saturated-Fatty-Acyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
NADP	SUPER	-	NAD-P-OR-NOP	-	NADP+	-	(C 21);(H 25);(N 7);(O 17);(P 3)	(BIGG 33488 NIL |kothari| 3584718837 NIL NIL); (REFMET NADP+ NIL |midford| 3701443689 NIL NIL); (BIGG nadp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58349 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00217 NIL |kothari| 3608602149 NIL NIL); (CHEMSPIDER 10239198 NIL |kothari| 3563631841 NIL NIL); (CHEBI 58349 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 15938972 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00006 NIL |kr| 3346617700 NIL NIL); (CAS 53-59-8)	C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)	coenzyme II; triphosphopyridine nucleotide; nicotinamide adenine dinucleotide phosphate; NADP-oxidized; NADP-ox; TPN; TPN+; TPN-ox; nicotinamide adenine dinucleotide-P; NADP(+); NADP; &beta-NADP+	['-']
NADPH	SUPER	-	NADH-P-OR-NOP	-	NADPH	-	(C 21);(H 26);(N 7);(O 17);(P 3)	(BIGG 33486 NIL |kothari| 3584718837 NIL NIL); (REFMET NADPH NIL |midford| 3701443689 NIL NIL); (BIGG nadph NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57783 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00221 NIL |kothari| 3608602464 NIL NIL); (CHEMSPIDER 10239199 NIL |kothari| 3563631840 NIL NIL); (CHEBI 57783 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 15983949 NIL |taltman| 3497976212 NIL NIL); (CAS 2646-71-1 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00005 NIL |kr| 3346617699 NIL NIL)	C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N)	reduced nicotinamide adenine dinucleotide phosphate; NADPH2; NADPH2; dihydrotriphosphopyridine nucleotide; reduced dihydrotriphosphopyridine nucleotide; dihydronicotinamide adenine dinucleotide phosphate; dihydronicotinamide adenine dinucleotide phosphate reduced; reduced NADP; NADP-red; TPNH; dihydronicotinamide adenine dinucleotide-P; &beta-NADPH	['-']
TRANS-D2-ENOYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-dodecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
DIACYLGLYCEROL	SUPER	Glycerolipids	1-2-Diglycerides	Diacylglycerol	1,2-diacyl-sn-glycerol	-	['-']	(BIGG 12dgr141 NIL |kothari| 3661824226 NIL NIL); (BIGG 12dgr120 NIL |kothari| 3661824226 NIL NIL); (BIGG 12dgr160 NIL |kothari| 3661824226 NIL NIL); (BIGG 12dgr180 NIL |kothari| 3661824226 NIL NIL); (BIGG 12dgr140 NIL |kothari| 3661824226 NIL NIL); (BIGG 12dgr161 NIL |kothari| 3661824225 NIL NIL); (BIGG 12dgr181 NIL |kothari| 3661824225 NIL NIL); (CHEBI 17815 NIL |kothari| 3498959776 NIL NIL); (LIGAND-CPD C00641 NIL |kothari| 3458491290 NIL NIL)	C(O)[C@@H](COC(=O)[R1])OC(=O)[R2]	D-1,2-diglyceride; 1,2-diacylglycerol; D-1,2-diacylglycerol; DAG	['-']
1-Arachidonoyl-2-Acyl-Glycerols	DIACYLGLYCEROL	Glycerolipids	DIACYLGLYCEROL	Diacylglycerol	1-arachidonoyl-2-acyl-sn-glycerol	-	['-']	-	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC[C@@H](OC(=O)[R])CO	['-']	['-']
1-Acyl-2-Arachidonoyl-Glycerols	DIACYLGLYCEROL	Glycerolipids	DIACYLGLYCEROL	Diacylglycerol	1-acyl-2-arachidonoyl-sn-glycerol	-	['-']	-	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H](COC([R])=O)CO	2-arachidonoyl-DAG	['-']
1-acyl-2-oleoyl-glyceride	DIACYLGLYCEROL	Glycerolipids	DIACYLGLYCEROL	Diacylglycerol	1-acyl,2-oleoyl-sn-glycerol	-	['-']	-	CCCCCCCC\C=C/CCCCCCCC(O[C@H](COC(=O)[R])CO)=O	['-']	['-']
