ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
PALMITYL-COA	-	Fatty acyls	Long-Chain-234-Saturated-acyl-CoAs	Acyl-Coenzyme A	palmitoyl-CoA	Palmitoyl-CoA (n-C16:0CoA); Palmitoyl-ACoA (n-C16:0ACoA)	(C 37);(H 62);(N 7);(O 17);(P 3);(S 1)	(REFMET Palmitoyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG pmtcoa NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01338 NIL |kothari| 3608601663 NIL NIL); (CHEBI 57379 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 45266605 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00154 NIL |kr| 3346617701 NIL NIL); (CAS 1763-10-6)	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	Palmitoyl-CoA (n-C16:0CoA); hexadecanoyl CoA; palmityl-CoA; palmitoyl coenzyme A; palmitoyl CoA	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG 33511 NIL |kothari| 3584718837 NIL NIL); (BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	PPi; PP; pyrophosphate	['-']
AMP	-	-	Purine-ribonucleosides-5-P	-	AMP	-	(C 10);(H 12);(N 5);(O 7);(P 1)	(REFMET AMP NIL |midford| 3701443689 NIL NIL); (BIGG amp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC456215 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00045 NIL |kothari| 3594494378 NIL NIL); (CHEMSPIDER 10239183 NIL |kothari| 3563631842 NIL NIL); (CHEBI 456215 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00020 NIL |kr| 3346617700 NIL NIL); (CAS 61-19-8); (NCI 20264)	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O	5'-AMP; adenosine-monophosphate; adenylic acid; adenosine 5'-phosphate; adenosine 5'-monophosphate; adenylate; 5'-adenylic acid; 5'-adenosine monophosphate	['-']
D-SEDOHEPTULOSE-1-7-P2	-	Sphingolipids	Sugar-bisphosphates	Long-chain base phosphate	D-sedoheptulose 1,7-bisphosphate	-	(C 7);(H 12);(O 13);(P 2)	(REFMET Sedoheptulose 1,7-bisphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58335 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46878435 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC58335 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB60274 NIL |kothari| 3608602467 NIL NIL); (LIGAND-CPD C00447 NIL |kr| 3410284650 NIL NIL)	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O	sedoheptulose 1,7-bisphosphate; SBP	['-']
D-SEDOHEPTULOSE-7-P	-	-	Sugar-Phosphate	-	D-sedoheptulose 7-phosphate	-	(C 7);(H 13);(O 10);(P 1)	(REFMET Sedoheptulose 7-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG s7p NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57483 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01068 NIL |kothari| 3608640722 NIL NIL); (BIGG 34485 NIL |kothari| 3584718837 NIL NIL); (LIGAND-CPD C05382 NIL |kothari| 3536420098 NIL NIL); (CHEBI 57483 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 46878379 NIL |ong| 3523387880 NIL NIL); (CAS 2646-35-7)	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O	D-Sedoheptulose-7-P; heptulose 7-phosphate; sedoheptulose-7-P; sedo-heptulose-7-phosphate	D-altro-2-heptulose, 7-(dihydrogen phosphate)
Pi	-	-	Phosphates	-	phosphate	-	(H 1);(O 4);(P 1)	(REFMET Phosphoric acid NIL |midford| 3701443689 NIL NIL); (BIGG pi NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 3681305 NIL |kothari| 3619398602 NIL NIL); (CHEBI 43474 NIL |kothari| 3609163837 NIL NIL); (METABOLIGHTS MTBLC43474 NIL |kothari| 3609160995 NIL NIL); (HMDB HMDB00973 NIL |kothari| 3608597114 NIL NIL); (KNAPSACK C00007408 NIL |rleitao| 3434750086 NIL NIL); (LIGAND-CPD C00009 NIL |kr| 3346617699 NIL NIL); (CAS 14265-44-2)	[O-]P(=O)(O)[O-]	inorganic phosphate; phosphate-inorganic; Pi; orthophosphate; PO43-; HPO42-; HPO4-2	['-']
CPD-2189	-	Glycerolipids	Monogalactosyldiacylglycerols-34-4	Monohexosyldiacylglycerol	1-18:2-2-16:2-monogalactosyldiacylglycerol	18:2-16:2-MGDG	(C 43);(H 74);(O 10)	(CHEBI 83006 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 86290020 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O	18:2-16:2-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8080	-	Glycerolipids	Monogalactosyldiacylglycerols-34-5	Monohexosyldiacylglycerol	1-18:2-2-16:3-monogalactosyldiacylglycerol	18:2-16:3-MGDG	(C 43);(H 72);(O 10)	(PUBCHEM 90657314 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:2-16:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
NIACINE	-	-	B-vitamins	-	nicotinate	-	(C 6);(H 4);(N 1);(O 2)	(REFMET Nicotinic acid NIL |midford| 3701443689 NIL NIL); (BIGG nac NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC32544 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01488 NIL |kothari| 3608602169 NIL NIL); (CHEMSPIDER 912 NIL |kothari| 3563632869 NIL NIL); (PUBCHEM 937 NIL |taltman| 3466375285 NIL NIL); (CHEBI 32544 NIL |taltman| 3452363569 NIL NIL); (LIGAND-CPD C00253 NIL |kaipa| 3311532641 NIL NIL); (CAS 59-67-6)	C1(\N=C/C(/C([O-])=O)=C\C=1)	3-pyridinecarboxylic acid; nicotinic acid; wampocap; nicolar; nicocap; nicobid; nico-400-; nicamin; niacin; niacine; vitamin B3; 3-pyridinecarboxylate; pyridine-3-carboxylate	3-pyridinecarboxylic acid
D-RIBULOSE-1-P	-	-	PENTOSE-1-PHOSPHATES	-	D-ribulose 1-phosphate	-	(C 5);(H 9);(O 8);(P 1)	(CHEBI 71680 NIL |kothari| 3577646961 NIL NIL); (CHEMSPIDER 20171440 NIL |kothari| 3563631815 NIL NIL); (PUBCHEM 20849008 NIL |ong| 3523387880 NIL NIL)	C(OP([O-])(=O)[O-])C(=O)[C@H](O)[C@H](O)CO	D-ribulose-1-P	['-']
CPD-8259	-	-	Compounds	-	&beta-D-ribosylnicotinate	-	(C 11);(H 13);(N 1);(O 6)	(REFMET D-ribosylnicotinate NIL |midford| 3697479617 NIL NIL); (PUBCHEM 161233 NIL |kothari| 3641818092 NIL NIL); (METABOLIGHTS MTBLC58527 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB06809 NIL |kothari| 3608602486 NIL NIL); (CHEBI 58527 NIL |kothari| 3608037944 NIL NIL); (LIGAND-CPD C05841 NIL |taltman| 3459474374 NIL NIL)	C(O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)[O-]))	nicotinic acid riboside; ribosylnicotinate; nicotinic acid ribose; nicotinate riboside	['-']
CPD-12581	-	-	Amino-Acid-Derivatives; CPD-20305; Polyisoprenoids	-	S-(2E,6E)-farnesyl-L-cysteine	-	(C 18);(H 31);(N 1);(O 2);(S 1)	(HMDB HMDB11627 NIL |kothari| 3608597114 NIL NIL); (CHEBI 62141 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46926172 NIL |ong| 3523387880 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CSC[C@H]([NH3+])C(=O)[O-]	S-farnesylcysteine; L-Cysteine, S-(3,7,11-trimethyl-2,6,10-dodecatrienyl)-, (E,E)-; S-all-trans-farnesyl cysteine; S-trans, trans-farnesylcysteine; 2-trans-6- trans-farnesylcysteine; S-all-trans-farnesylcysteine	['-']
2-TRANS6-TRANS-FARNESAL	-	-	Aldehydes; CPD-20303	-	(2E,6E)-farnesal	-	(C 15);(H 24);(O 1)	(REFMET (2-trans,6-trans)-farnesal NIL |midford| 3697479617 NIL NIL); (HMDB HMDB60356 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 4444210 NIL |kothari| 3563632130 NIL NIL); (PUBCHEM 5280598 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C03461 NIL |taltman| 3452530457 NIL NIL); (CHEBI 15894 NIL |taltman| 3452438197 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=O	(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal; (2-trans,6-trans)-3,7,11-trimethyldodeca-2,6,10-trienal; (2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienal; E,E-farnesal; 2-trans-6-trans-farnesal	['-']
CYS	-	-	Amino-Acids-20; L-Amino-Acids; Non-polar-amino-acids; Uncharged-polar-amino-acids	-	L-cysteine	cys	(C 3);(H 7);(N 1);(O 2);(S 1)	(BIGG 33843 NIL |kothari| 3584718837 NIL NIL); (REFMET Cysteine NIL |midford| 3697479617 NIL NIL); (BIGG cys__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC35235 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00574 NIL |kothari| 3608597114 NIL NIL); (CHEBI 35235 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6419722 NIL |ong| 3523387880 NIL NIL); (KNAPSACK C00001351 NIL |achi1| 3445698165 NIL NIL); (CAS 4371-52-2); (LIGAND-CPD C00097 NIL |kr| 3346617701 NIL NIL); (CAS 52-90-4)	C(S)[C@@H](C(=O)[O-])[NH3+]	C; carbocysteine; cysteine; Cys; L-cys	['-']
HYDROGEN-PEROXIDE	-	-	Peroxides	-	hydrogen peroxide	-	(H 2);(O 2)	(BIGG h2o2 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC16240 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB03125 NIL |kothari| 3608597114 NIL NIL); (PUBCHEM 784 NIL |taltman| 3448034169 NIL NIL); (CHEMSPIDER 763 NIL |kothari| 3563632891 NIL NIL); (CHEBI 16240 NIL |taltman| 3452363281 NIL NIL); (LIGAND-CPD C00027 NIL |kr| 3346617700 NIL NIL); (CAS 7722-84-1)	OO	hydroperoxide; perhydrol; H2O2	['-']
Alkanes	SUPER	-	Hydrocarbons	-	alkane	-	['-']	(LIGAND-CPD C01371 NIL |kothari| 3498919808 NIL NIL); (CHEBI 18310 NIL |dreher| 3427579103 NIL NIL)	C[R]	paraffin	['-']
Long-Chain-Alkanes	Alkanes	-	Alkanes	-	long-chain alkane	-	['-']	-	C(CCCCCCCCCCCC)[R]	['-']	['-']
Very-Long-Chain-Alkanes	Alkanes	-	Alkanes	-	very long-chain alkane	-	['-']	-	C(CCCCCCCCCCCCCCCCCCCCCC)[R]	['-']	['-']
Branched-Alkanes	Alkanes	-	Alkanes	-	branched alkane	-	['-']	-	C[R]	['-']	['-']
Secondary-Alcohols	SUPER	-	Alcohols	-	secondary alcohol	-	['-']	(CHEBI 35681 NIL |caspi| 3546021653 NIL NIL); (LIGAND-CPD C00432 NIL |taltman| 3466371734 NIL NIL)	C([R1])C(O)C[R2]	['-']	['-']
CPD-326	Secondary-Alcohols	-	Secondary-Alcohols; Short-Chain-Alcohols	-	butan-2-ol	-	(C 4);(H 10);(O 1)	(HMDB HMDB11469 NIL |kothari| 3608597114 NIL NIL); (DRUGBANK DB02606 NIL |kothari| 3594430434 NIL NIL); (CHEMSPIDER 6320 NIL |kothari| 3563632725 NIL NIL); (PUBCHEM 6568 NIL |taltman| 3466375284 NIL NIL); (CHEBI 35687 NIL |taltman| 3452363327 NIL NIL)	CCC(O)C	2-butyl alcohol; 1-methylpropyl alcohol; 1-methyl-1-propanol; 2-butanol; sec-butyl alcohol; butylene hydrate; methyl ethyl carbinol; 2-hydroxybutane	['-']
CPD-18991	Secondary-Alcohols	-	Secondary-Alcohols; Short-Chain-Alcohols	-	pentan-2-ol	-	(C 5);(H 12);(O 1)	(CHEBI 77518 NIL |caspi| 3663454295 NIL NIL)	CCCC(O)C	2-pentyl alcohol; 2-pentanol	['-']
S-Secondary-Alcohols	Secondary-Alcohols	-	Secondary-Alcohols	-	(S)-secondary alcohol	-	['-']	-	C([R1])[C@H](O)C[R2]	['-']	['-']
CPD-4186	-	-	3-Beta-Hydroxysterols; Delta7-Steroids; Triterpenes	-	lathosterol	-	(C 27);(H 46);(O 1)	(REFMET Lathosterol NIL |midford| 3697479617 NIL NIL); (CHEBI 17168 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 65728 NIL |kothari| 3641818093 NIL NIL); (HMDB HMDB01170 NIL |kothari| 3608601635 NIL NIL); (LIGAND-CPD C01189 NIL |taltman| 3459474373 NIL NIL); (CAS 80-99-9)	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)C[C@@H](O)CC3)))CC4)))C	cholesta-7-en-3&beta-ol; 5&alpha-cholest-7-en-3&beta-ol; &alpha-cholest-7-en-3&beta-ol; cholesta-7-enol; &Delta7-cholesten-3-&beta-ol; &gamma-cholesterol	['-']
NADP	SUPER	-	NAD-P-OR-NOP	-	NADP+	-	(C 21);(H 25);(N 7);(O 17);(P 3)	(BIGG 33488 NIL |kothari| 3584718837 NIL NIL); (REFMET NADP+ NIL |midford| 3701443689 NIL NIL); (BIGG nadp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58349 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00217 NIL |kothari| 3608602149 NIL NIL); (CHEMSPIDER 10239198 NIL |kothari| 3563631841 NIL NIL); (CHEBI 58349 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 15938972 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00006 NIL |kr| 3346617700 NIL NIL); (CAS 53-59-8)	C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5)	coenzyme II; triphosphopyridine nucleotide; nicotinamide adenine dinucleotide phosphate; NADP-oxidized; NADP-ox; TPN; TPN+; TPN-ox; nicotinamide adenine dinucleotide-P; NADP(+); NADP; &beta-NADP+	['-']
CPD-22137	-	-	3-Oxosteroids	-	lathosterone	-	(C 27);(H 44);(O 1)	(CHEBI 71550 NIL |caspi| 3757447172 NIL NIL)	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)CC(=O)CC3)))CC4)))C	5&alpha-cholest-7-en-3-one	['-']
NADPH	SUPER	-	NADH-P-OR-NOP	-	NADPH	-	(C 21);(H 26);(N 7);(O 17);(P 3)	(BIGG 33486 NIL |kothari| 3584718837 NIL NIL); (REFMET NADPH NIL |midford| 3701443689 NIL NIL); (BIGG nadph NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57783 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00221 NIL |kothari| 3608602464 NIL NIL); (CHEMSPIDER 10239199 NIL |kothari| 3563631840 NIL NIL); (CHEBI 57783 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 15983949 NIL |taltman| 3497976212 NIL NIL); (CAS 2646-71-1 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00005 NIL |kr| 3346617699 NIL NIL)	C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N)	reduced nicotinamide adenine dinucleotide phosphate; NADPH2; NADPH2; dihydrotriphosphopyridine nucleotide; reduced dihydrotriphosphopyridine nucleotide; dihydronicotinamide adenine dinucleotide phosphate; dihydronicotinamide adenine dinucleotide phosphate reduced; reduced NADP; NADP-red; TPNH; dihydronicotinamide adenine dinucleotide-P; &beta-NADPH	['-']
GLY	-	-	Amino-Acids-20; Neutral-Amino-Acids; Non-polar-amino-acids; Uncharged-polar-amino-acids	-	glycine	gly	(C 2);(H 5);(N 1);(O 2)	(CHEBI 57305 NIL |kothari| 3716218713 NIL NIL); (REFMET Glycine NIL |midford| 3697479617 NIL NIL); (BIGG gly NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC15428 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00123 NIL |kothari| 3594494366 NIL NIL); (DRUGBANK DB00145 NIL |kothari| 3594430386 NIL NIL); (CHEMSPIDER 730 NIL |kothari| 3563634664 NIL NIL); (PUBCHEM 5257127 NIL |taltman| 3466375285 NIL NIL); (KNAPSACK C00001361 NIL |achi1| 3445698168 NIL NIL); (LIGAND-CPD C00037 NIL |kaipa| 3311532639 NIL NIL); (CAS 56-40-6)	C([NH3+])C([O-])=O	G; aminoacetic acid	['-']
OH-PYR	-	-	Compounds	-	hydroxypyruvate	-	(C 3);(H 3);(O 4)	(REFMET Hydroxypyruvic acid NIL |midford| 3701443689 NIL NIL); (BIGG hpyr NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17180 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01352 NIL |kothari| 3608601886 NIL NIL); (CHEMSPIDER 3397158 NIL |kothari| 3563632188 NIL NIL); (PUBCHEM 4186339 NIL |taltman| 3466375285 NIL NIL); (CHEBI 17180 NIL |taltman| 3452363343 NIL NIL); (LIGAND-CPD C00168 NIL |kr| 3346617701 NIL NIL); (CAS 1113-60-6)	C(C(=O)C([O-])=O)O	&beta-hydroxypyruvate; OH-pyruvate; OH-pyr; 3-hydroxypyruvate	['-']
GLYOX	-	-	2-Oxo-carboxylates	-	glyoxylate	-	(C 2);(H 1);(O 3)	(CHEBI 36655 NIL |kothari| 3716218713 NIL NIL); (REFMET Glyoxylic acid NIL |midford| 3701443689 NIL NIL); (BIGG glx NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC36655 NIL |kothari| 3609160995 NIL NIL); (HMDB HMDB00119 NIL |kothari| 3608601662 NIL NIL); (KNAPSACK C00001186); (PUBCHEM 3614358 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00048 NIL |kr| 3346617698 NIL NIL); (CAS 298-12-4)	C(C(=O)[O-])=O	glyoxalate; glyox; glyoxylic acid	['-']
